1741706563.189766,0.0,0.0,0.0
1741706563.2336268,0.0,0.0,0.0
1741706563.240863,0.0,0.0,0.0
1741706563.2475462,0.0,0.0,0.0
1741706563.2543209,0.0,0.0,0.0
1741706563.2870169,0.0,0.0,0.0
1741706563.2946591,0.0,0.0,0.0
1741706563.304477,0.0,0.0,0.0
1741706563.321198,0.0,0.0,0.0
1741706563.3381279,0.0,0.0,0.0
1741706563.354409,0.0,0.0,0.0
1741706563.3712451,0.0,0.0,0.0
1741706563.387648,0.0,0.0,0.0
1741706563.404955,0.0,0.0,0.0
1741706563.4211252,0.0,0.0,0.0
1741706563.438158,0.0,0.0,0.0
1741706563.454873,0.0,0.0,0.0
1741706563.471827,0.0,0.0,0.0
1741706563.4889421,0.0,0.0,0.0
1741706563.505583,0.0,0.0,0.0
1741706563.522114,0.0,0.0,0.0
1741706563.538858,0.0,0.0,0.0
1741706563.555273,0.0,0.0,0.0
1741706563.572026,0.0,0.0,0.0
1741706563.589083,0.0,0.0,0.0
1741706563.605514,0.0,0.0,0.0
1741706563.622057,0.0,0.0,0.0
1741706563.6387799,0.0,0.0,0.0
1741706563.6557682,0.0,0.0,0.0
1741706563.671653,0.0,0.0,0.0
1741706563.6886342,0.0,0.0,0.0
1741706563.706621,0.0,0.0,0.0
1741706563.722145,0.0,0.0,0.0
1741706563.738486,0.0,0.0,0.0
1741706563.755692,0.0,0.0,0.0
1741706563.7646022,0.0,0.0,0.0
1741706563.773427,0.0,0.0,0.0
1741706563.782388,0.0,0.0,0.0
1741706563.806006,0.0,0.0,0.0
1741706563.822081,0.0,0.0,0.0
1741706563.8387148,0.0,0.0,0.0
1741706563.8481731,0.0,0.0,0.0
1741706563.857664,0.0,0.0,0.0
1741706563.8668668,0.0,0.0,0.0
1741706563.877077,0.0,0.0,0.0
1741706563.886465,0.0,0.0,0.0
1741706563.905838,0.0,0.0,0.0
1741706563.9222558,0.0,0.0,0.0
1741706563.931818,0.0,0.0,0.0
1741706563.94137,0.0,0.0,0.0
1741706563.9504378,0.0,0.0,0.0
1741706563.958975,0.0,0.0,0.0
1741706563.968132,0.0,0.0,0.0
1741706563.9773371,0.0,0.0,0.0
1741706563.9862201,0.0,0.0,0.0
1741706564.006121,0.0,0.0,0.0
1741706564.0225642,0.0,0.0,0.0
1741706564.032317,0.0,0.0,0.0
