time,original,ema,median,kalman,butterworth
3346891,-5,-6.236316010666171,-7.0,-6.89198623750351,-7.786392752658358
3371898,-13,-8.941789606399702,-7.0,-8.54210409763942,-8.655495725380149
3396902,-10,-9.36507376383982,-7.0,-8.935963731924344,-8.789611371889265
3421909,-5,-7.619044258303892,-7.0,-7.872638680043491,-8.596273121498996
3446917,-9,-8.171426554982334,-9.0,-8.177202343653557,-9.023499956867752
3471921,-12,-9.7028559329894,-9.0,-9.209954877243904,-9.576796696981958
3496921,-6,-8.221713559793642,-9.0,-8.342765627328788,-10.050255311477613
3521928,-5,-6.933028135876185,-9.0,-7.4396967282749085,-11.814492631841944
3546933,-16,-10.559816881525713,-9.0,-9.752315832636587,-15.337021720350975
3571940,-5,-8.335890128915427,-6.0,-8.468448189673856,-21.08917773282745
3596952,-100,-45.001534077349255,-9.0,-33.19626549348454,-22.04246142892265
3621959,5,-25.000920446409552,-9.0,-22.877307100121225,-10.108707536646534
3646963,11,-10.60055226784573,-6.0,-13.725142145540179,6.269203628625469
3671969,10,-2.3603313607074377,-5.0,-7.315647617384793,21.273115620704004
3696973,34,12.18380118357554,-5.0,3.8460312339515292,38.5924345879057
3721982,61,31.710280710145327,-5.0,19.286530929217353,57.68292517807801
3746986,38,34.2261684260872,5.0,24.342090844357138,81.00628847413003
3771992,136,74.93570105565232,10.0,54.50716860735359,110.20966758903839
3796998,127,95.7614206333914,11.0,74.09155732424063,139.8554058286901
3822002,168,124.65685238003485,34.0,99.46150646028906,169.66496851453945
3847006,181,147.1941114280209,38.0,121.48963699669775,203.4686515935355
3872013,246,186.71646685681253,61.0,155.12688500443298,241.63691307369734
3897017,312,236.82988011408753,127.0,197.5071314961399,277.67877045478065
3922021,294,259.69792806845254,136.0,223.57527932377124,307.5802022244991
3947025,305,277.8187568410715,168.0,245.57267341436778,340.39954301548977
3972029,394,324.2912541046429,181.0,285.6712377029773,380.5477839511633
3997033,409,358.17475246278576,246.0,318.9892689399592,423.0228027378712
4022036,498,414.10485147767145,294.0,367.35012992751314,463.43405581570164
4047040,499,448.0629108866029,305.0,402.91616011969006,498.0530323444101
4072044,529,480.43774653196175,312.0,436.9784926799853,528.8936136463825
4097048,573,517.462647919177,394.0,473.72554783063134,558.0718298449642
4122052,590,546.4775887515061,409.0,505.13781336615847,583.4803155315378
4147059,594,565.4865532509036,498.0,529.144485085788,607.3816389713327
4172063,642,596.0919319505422,499.0,559.6331034838352,632.3807797625179
4197067,665,623.6551591703253,529.0,588.0986251033136,655.8268772579372
4222071,665,640.1930955021951,573.0,608.8740092331234,677.6950850784694
4247075,739,679.7158573013171,590.0,644.0283539647471,696.8875152513781
4272084,651,668.2295143807903,594.0,645.911787448141,715.3366699920334
4297090,764,706.5377086284742,642.0,677.8140516178446,740.2790803968378
4322090,815,749.9226251770845,651.0,714.8756877547863,761.4320549159479
4347094,712,734.7535751062507,665.0,714.0988028444276,775.6394546597962
4372098,771,749.2521450637504,665.0,729.4710147189385,800.5129944580378
4397102,834,783.1512870382503,712.0,757.7101694132567,838.5296094380803
4422106,1048,889.0907722229501,739.0,836.1337703894321,861.233273287485
4447113,690,809.45446333377,739.0,796.6548245545027,863.7626485159433
4472117,919,853.272678000262,764.0,829.7071336936298,878.7435139176664
4497121,968,899.1636068001571,771.0,867.0678105838302,895.9109037876474
4522129,892,896.2981640800942,815.0,873.803396430169,894.2534973821737
4547133,879,889.3788984480566,834.0,875.2072911651932,886.3748731786709
4572136,912,898.427339068834,879.0,885.1470700085009,876.5947702642254
4597140,740,835.0564034413004,879.0,845.9346874107363,874.1183199748159
4622144,948,880.2338420647802,892.0,873.5082656233468,889.6734735273453
4647148,914,893.7403052388681,912.0,884.4473591946562,906.2304904940311
4672152,903,897.4441831433209,912.0,889.4594703548431,916.5556846292177
4697156,923,907.6665098859926,912.0,898.5206527879473,929.5570112090672
4722159,951,924.9999059315955,914.0,912.6982744322521,944.6588937657093
4747163,971,943.3999435589574,914.0,928.4488477572149,957.7597418223295
4772167,981,958.4399661353743,914.0,942.6458679766157,965.9098639596218
4797171,950,955.0639796812246,923.0,944.6326324256571,971.8289236259959
4822175,1002,973.8383878087348,948.0,960.1307831345897,978.2453135307906
4847179,991,980.7030326852409,950.0,968.4702938263931,980.9719402917528
4872182,953,969.6218196111446,951.0,964.2908978497135,982.1875442361072
4897187,1010,985.7730917666868,953.0,976.6394957346888,985.909586176818
4922194,972,980.263855060012,971.0,975.3861071420106,989.4747142417316
4947198,993,985.3583130360072,972.0,980.144609712838,994.2958003288973
4972206,1009,994.8149878216043,981.0,987.9400726448955,1000.2903740050222
4997210,1006,999.2889926929627,991.0,992.8190742058276,1004.4597566363975
5022213,1012,1004.3733956157776,993.0,998.0009204585723,1006.8820252086566
5047221,1020,1010.6240373694665,1002.0,1003.9441084521474,1006.7146862543984
5072225,1004,1007.9744224216798,1004.0,1003.9592079009909,1003.1891792752997
5097229,980,996.7846534530079,1004.0,997.4864790550141,1000.2118249163302
5122233,1013,1003.2707920718047,1006.0,1001.6775531063029,999.9825759242447
5147237,984,995.5624752430829,1006.0,996.9018523239444,1000.8976712087626
5172244,993,994.5374851458497,1004.0,995.847742680825,1005.2227257316938
5197252,1041,1013.1224910875098,1006.0,1008.045905475627,1010.6875840813841
5222260,1005,1009.8734946525059,1006.0,1007.2230351906126,1011.8598809211746
5247268,1009,1009.5240967915036,1006.0,1007.7030932721459,1011.5847387277361
5272271,1015,1011.7144580749022,1009.0,1009.6743979521236,1012.2705576102512
5297275,1010,1011.0286748449413,1009.0,1009.7623613679556,1012.9658525307002
5322279,1021,1015.0172049069647,1009.0,1012.7982792511712,1013.1844567984692
5347283,1009,1012.6103229441788,1009.0,1011.7721505170441,1012.4509481750817
5372290,1009,1011.1661937665073,1009.0,1011.0232368346215,1011.9253042772643
5397294,1015,1012.6997162599043,1009.0,1012.0975841068908,1012.0566549052446
5422302,1010,1011.6198297559425,1010.0,1011.5309087304911,1012.098883041368
5447310,1013,1012.1718978535655,1010.0,1011.9277928627553,1012.1866913514302
5472314,1014,1012.9031387121393,1010.0,1012.4876124931667,1012.1300799258061
5497318,1010,1011.7418832272836,1010.0,1011.8155685254083,1011.7877161161653
5522325,1013,1012.2451299363702,1013.0,1012.1355500458055,1011.4627375640098
5547333,1012,1012.1470779618221,1012.0,1012.0989303589117,1010.8901076962775
5572337,1010,1011.2882467770933,1012.0,1011.5318912841658,1009.9211101579133
5597341,1009,1010.372948066256,1010.0,1010.8478851259647,1008.8005107270353
5622348,1006,1008.6237688397537,1010.0,1009.5381988447452,1007.8184318252511
5647352,1006,1007.5742613038522,1010.0,1008.5823324480002,1007.3288469625122
5672360,1008,1007.7445567823113,1010.0,1008.4250117197986,1007.2213194090657
5697364,1005,1006.6467340693868,1010.0,1007.4997235279618,1007.3310467089148
5722372,1007,1006.7880404416321,1009.0,1007.3647201126645,1007.9390828830292
5747375,1010,1008.0728242649792,1009.0,1008.0766573442486,1008.8647520630868
5772383,1013,1010.0436945589876,1009.0,1009.4067289458725,1009.2671282930901
5797387,1007,1008.8262167353926,1008.0,1008.7565361708538,1008.9859742696308
5822395,1009,1008.8957300412355,1008.0,1008.8223094366637,1008.6983550806488
5847402,1008,1008.5374380247414,1008.0,1008.6001574342683,1008.6174053294135
5872410,1007,1007.9224628148447,1007.0,1008.1678649634282,1008.8210487896724
5897414,1011,1009.1534776889068,1008.0,1008.9329838364174,1009.2879173975459
5922421,1010,1009.4920866133441,1008.0,1009.2212448811767,1009.5417888614968
5947425,1008,1008.8952519680065,1008.0,1008.8913179903104,1009.6996853253104
5972434,1015,1011.3371511808039,1009.0,1010.5416163815767,1009.6039140393636
5997437,1004,1008.4022907084823,1009.0,1008.7743580804124,1009.0950916034469
6022441,1011,1009.4413744250894,1009.0,1009.3756290703909,1008.8605768589118
6047445,1007,1008.4648246550537,1008.0,1008.733838119922,1008.9075077399059
6072452,1009,1008.6788947930322,1009.0,1008.8057434051885,1009.1422794620516
6097456,1013,1010.4073368758194,1009.0,1009.9388478784605,1009.2121597719242
6122464,1010,1010.2444021254917,1010.0,1009.9553685039635,1008.3426968863457
6147468,1002,1006.946641275295,1010.0,1007.8061762848898,1007.285487482161
6172471,1006,1006.567984765177,1009.0,1007.3182265417915,1007.2817743654084
6197475,1008,1007.1407908591062,1008.0,1007.5024118766157,1008.099370791434
6222483,1010,1008.2844745154637,1009.0,1008.1771508228449,1008.9627722199691
6247487,1011,1009.3706847092783,1009.0,1008.9397610632301,1009.4633007165373
6272487,1010,1009.6224108255669,1010.0,1009.2261911980667,1009.4859623007574
6297495,1010,1009.7734464953402,1010.0,1009.4352404527099,1009.1564404291976
6322502,1007,1008.6640678972042,1010.0,1008.7773451170092,1008.7837922393956
6347506,1008,1008.3984407383225,1010.0,1008.567340504881,1008.7724333678536
6372510,1011,1009.4390644429934,1010.0,1009.2245385788559,1008.886652756463
6397510,1009,1009.263438665796,1009.0,1009.1638780869731,1008.6029119186744
6422518,1005,1007.5580631994776,1009.0,1008.0389805563011,1008.3666083672865
6447523,1009,1008.1348379196866,1009.0,1008.2986059287458,1008.7602434406112
6472527,1009,1008.480902751812,1009.0,1008.4880918940651,1009.5043130048182
6497535,1013,1010.2885416510873,1009.0,1009.7070118962774,1010.0198954680334
6522547,1013,1011.3731249906524,1009.0,1010.5966330881175,1009.6227480259502
6547555,1006,1009.2238749943915,1009.0,1009.3548241056678,1008.475518193673
6572558,1006,1007.9343249966348,1009.0,1008.4484975337849,1007.6627162370526
6597566,1005,1006.7605949979809,1009.0,1007.5168645034089,1007.7315815266427
6622574,1011,1008.4563569987886,1009.0,1008.4578551946036,1008.2529071784977
6647582,1010,1009.0738141992731,1009.0,1008.874475193387,1008.3146225310727
6672585,1007,1008.244288519564,1009.0,1008.3680740758941,1007.8299377075507
6697593,1007,1007.7465731117384,1009.0,1007.9984803659908,1007.3821001994434
6722601,1007,1007.447943867043,1007.0,1007.7287346926864,1007.1103919174566
6747609,1007,1007.2687663202257,1007.0,1007.5318624886509,1006.8895688300338
6772616,1005,1006.3612597921355,1007.0,1006.8478641097371,1006.8483176367226
6797626,1008,1007.0167558752813,1007.0,1007.1591207774119,1007.0828611760071
6822627,1003,1005.4100535251688,1007.0,1006.0355084634697,1007.8165499688239
6847633,1009,1006.8460321151013,1007.0,1006.8363842671042,1009.5028157225481
6872639,1011,1008.5076192690608,1007.0,1007.9612109211926,1011.8818049310087
6897647,1017,1011.9045715614366,1007.0,1010.4030959386299,1014.206312079363
6922655,1065,1033.1427429368619,1007.0,1025.1527887197692,1010.4030889382366
6947663,944,997.4856457621171,1007.0,1003.2288587364166,1000.9085526456076
6972670,1085,1032.4913874572703,1008.0,1025.3198405006071,987.4537855653834
6997678,969,1007.0948324743622,1008.0,1010.104685737748,958.6511163127814
7022685,942,981.0568994846174,1008.0,991.7057818281294,914.8219797498302
7047693,935,962.6341396907704,1008.0,976.3863626182222,856.1603730311444
7072701,908,940.7804838144623,1003.0,957.9113619496028,763.4623633637609
7097709,594,802.0682902886774,969.0,859.598446948248,637.2128660747051
7122721,420,649.2409741732065,944.0,740.8381957760522,514.7490923944678
7147725,611,633.9445845039239,942.0,705.7616006489452,393.8982266280675
7172732,286,494.76675070235433,935.0,592.360396728449,232.43681633322907
7197736,170,364.8600504214126,908.0,478.2571119036872,22.200780482848927
7222740,-628,-32.28396974715247,611.0,179.39488119572343,-177.5713223347969
7247744,27,-8.570381848291479,594.0,138.2244573832578,-337.1583819262756
7272752,-731,-297.54222910897494,420.0,-96.60192928958699,-501.7736641402442
7297765,-469,-366.125337465385,286.0,-197.2075813810202,-678.2693262281764
7322771,-1081,-652.075202479231,170.0,-435.9695932760006,-850.5101058785488
7347780,-1053,-812.4451214875387,27.0,-602.6641905661751,-990.2585431564341
7372788,-1310,-1011.4670728925232,-469.0,-793.7553533639791,-1068.2435695934948
7397793,-1112,-1051.6802437355138,-628.0,-879.7311215475959,-1087.2239853060464
7422799,-1017,-1037.8081462413083,-731.0,-916.8151617581663,-1082.9144161404163
7447799,-1143,-1079.884887744785,-1017.0,-977.9204008403802,-1083.5206134794155
7472805,-1059,-1071.530932646871,-1053.0,-999.8245582094144,-1080.9096600593853
7497813,-1099,-1082.5185595881226,-1059.0,-1026.6174198742556,-1074.10851113241
7522821,-1063,-1074.7111357528736,-1063.0,-1036.4463998991432,-1064.5916782658394
7547828,-1101,-1085.226681451724,-1081.0,-1053.8859559650675,-1047.280948336749
7572836,-1054,-1072.7360088710343,-1081.0,-1053.9167656695315,-1015.0035972160506
7597844,-1052,-1064.4416053226205,-1063.0,-1053.3989395172052,-959.5651484289408
7622851,-852,-979.4649631935722,-1063.0,-998.989764942271,-884.3358641703644
7647859,-728,-878.8789779161432,-1059.0,-925.7801965894803,-815.2537513589446
7672867,-894,-884.9273867496859,-1054.0,-917.1945790663302,-752.972385610748
7697867,-740,-826.9564320498115,-1054.0,-869.3243628215803,-662.5603187794266
7722874,-682,-768.9738592298869,-1052.0,-818.7175225704331,-525.3895939382644
7747879,-391,-617.7843155379321,-894.0,-703.1669769216811,-342.8796040934092
7772887,-82,-403.4705893227593,-852.0,-535.3548594967598,-140.26277686590214
7797894,76,-211.68235359365556,-740.0,-370.193546545795,52.89867839312166
7822901,219,-39.409412156193326,-728.0,-211.0192499517648,237.14013490839008
7847909,442,153.15435270628402,-682.0,-34.60204310553482,420.52428593219184
7872913,744,389.4926116237704,-391.0,175.7421354153777,584.9054290392341
7897917,775,543.6955669742622,-82.0,337.63537004584896,707.1812588880189
7922921,848,665.4173401845574,76.0,475.51354514753496,793.3560364922344
7947925,807,722.0504041107345,219.0,565.0666700772372,867.4797445941394
7972928,1026,843.6302424664407,442.0,689.5906724145527,939.5198393201294
7997936,1055,928.1781454798644,744.0,788.3082721376012,993.592014781513
8022948,1050,976.9068872879186,775.0,859.0059180150516,1023.2762351837555
8047956,1069,1013.7441323727512,807.0,915.7371237195684,1037.876424273734
8072963,1037,1023.0464794236507,848.0,948.4970430161495,1044.0073069397872
8097969,1066,1040.2278876541905,1026.0,980.2411967586231,1046.3387172371872
8122977,1101,1064.5367325925142,1037.0,1012.8649375924665,1038.9158265366932
8147983,1045,1056.7220395555087,1045.0,1021.5464243207446,1013.3618342501127
8172988,977,1024.8332237333052,1045.0,1009.5119310738254,974.6070690291576
8197992,986,1009.299934239983,1045.0,1003.1600368411335,925.8759868933687
8222998,891,961.9799605439898,1045.0,972.859306164749,861.4154284857966
8247998,880,929.1879763263938,1045.0,947.7727877742514,773.637893412418
8273005,697,836.3127857958364,1037.0,880.0249613886683,656.6535722267138
8298009,556,724.1876714775018,986.0,792.4876052680505,516.2315716371933
8323013,381,586.9126028865011,977.0,681.3216725967003,361.3963776037531
8348021,356,494.5475617319006,891.0,593.4340018882291,180.2392480257477
8373028,34,310.3285370391404,880.0,442.29943114591185,-47.709299651895364
8398036,-485,-7.802877776515771,697.0,191.78372955680342,-290.6199733279597
8423040,-536,-219.08172666590946,556.0,-4.831565882078479,-497.8622955224892
8448044,-713,-416.6490359995456,381.0,-196.14766741044892,-673.0050924713316
8473048,-1229,-741.5894215997274,356.0,-475.1791410056318,-790.6466788542718
8498052,-704,-726.5536529598364,34.0,-536.9965174687655,-826.19147447777
8523055,-733,-729.1321917759019,-485.0,-589.9480758230535,-854.2188493211247
8548059,-983,-830.6793150655412,-536.0,-696.1334947275574,-912.6545892893848
8573067,-993,-895.6075890393247,-704.0,-776.3338252235335,-966.321608422086
8598075,-1038,-952.5645534235948,-713.0,-847.0245677760868,-1003.6578975515233
8623084,-1060,-995.5387320541569,-733.0,-904.5612037674249,-1027.814646642151
8648090,-1053,-1018.5232392324941,-983.0,-944.662866652404,-1040.4774355193304
8673090,-1105,-1053.1139435394964,-993.0,-987.9789392199489,-1040.568925864626
8698098,-1081,-1064.268366123698,-1038.0,-1013.1091566245693,-1019.7189460381405
8723105,-1071,-1066.9610196742187,-1053.0,-1028.7487275729302,-969.0081157902791
8748113,-824,-969.7766118045313,-1038.0,-973.4345869462885,-898.5953984464516
8773121,-852,-922.6659670827187,-1038.0,-940.6282789466816,-830.8771196458069
8798129,-880,-905.5995802496312,-1038.0,-924.2491727741489,-753.4222414515104
8823136,-765,-849.3597481497787,-1038.0,-881.2270195137921,-634.1002748686531
8848140,-463,-694.8158488898672,-1038.0,-768.2403922195786,-475.98946183345953
8873144,-300,-536.8895093339204,-880.0,-641.7423416122451,-307.84812080373433
8898148,-185,-396.13370560035224,-852.0,-518.3505608008974,-137.79296954609435
8923152,74,-208.08022336021133,-824.0,-358.32337719488396,37.4280664816346
8948152,214,-39.248134016126784,-765.0,-203.70666164632897,209.5045297690618
8973159,452,157.25111959032395,-463.0,-26.563433836955994,368.2155204914197
8998163,644,351.9506717541944,-300.0,154.59344326807673,493.60695405338373
9023167,359,354.7704030525166,-185.0,209.81514431649907,604.6429892418439
9048175,962,597.66224183151,74.0,413.0225555551717,726.5772689337139
9073179,855,700.597345098906,214.0,532.4255076790959,821.8120446411888
9098183,849,759.9584070593436,359.0,617.9500732996996,890.1098235389502
9123186,1090,891.9750442356062,452.0,745.4772933113393,948.8935055784375
9148190,1000,935.1850265413638,644.0,814.238183585665,980.7777402569097
9173194,996,959.5110159248184,849.0,863.3422673710706,993.8910344729936
9198198,1042,992.5066095548909,855.0,911.607763639679,1000.2703207078271
9223202,1034,1009.1039657329345,962.0,944.672786577282,993.6371259897683
9248206,1038,1020.6623794397607,996.0,969.8857130200997,967.0157987009914
9273209,840,948.3974276638564,996.0,934.7962808143424,930.9522713617005
9298213,956,951.4384565983139,996.0,940.5245972671297,900.6286230425476
9323217,981,963.2630739589883,996.0,951.4592787434211,855.2681391319377
9348221,887,932.757844375393,996.0,934.0452041781202,765.6647814910862
9373229,604,801.2547066252358,996.0,844.8814420709565,641.9118153916854
9398233,490,676.7528239751415,981.0,749.0080160175212,516.1591615168211
9423236,526,616.4516943850849,956.0,688.7610151932171,385.17894401203233
9448244,219,457.471016631051,887.0,561.8521588436405,228.81370318897334
9473252,99,314.0826099786306,840.0,436.8097729538309,55.4226628961652
9498260,-104,146.84956598717838,604.0,290.7066533494609,-128.4906467499212
9523267,-378,-63.090260407692995,526.0,110.051397027207,-315.5110599707849
9548271,-526,-248.25415624461579,490.0,-61.781838949329284,-488.24710999690666
9573275,-744,-446.5524937467695,219.0,-246.08731300881652,-635.5143202492495
9598283,-776,-578.3314962480617,99.0,-389.24651714907804,-754.2092088410923
9623286,-931,-719.398897748837,-104.0,-535.604585844352,-848.6854006093142
9648291,-970,-819.6393386493022,-378.0,-652.959205387055,-918.5862083676036
9673294,-1012,-896.5836031895813,-526.0,-749.9563063670727,-964.4420973713466
9698298,-1025,-947.9501619137487,-744.0,-824.2610687381289,-991.7180439755377
9723302,-1033,-981.9700971482492,-776.0,-880.6531876779711,-1004.2288487820406
9748306,-1013,-994.3820582889496,-931.0,-916.4075011481776,-1006.7042335040942
9773313,-1049,-1016.2292349733698,-970.0,-952.228188360581,-999.8242772667643
9798317,-1017,-1016.5375409840219,-1012.0,-969.7266956291501,-978.1129099149673
9823321,-936,-984.3225245904132,-1012.0,-960.615219299031,-944.123166185439
9848325,-1027,-1001.3935147542479,-1013.0,-978.5494801791344,-894.0569332045784
9873329,-840,-936.8361088525487,-1013.0,-941.1194774571543,-814.7465954740974
9898333,-751,-862.5016653115292,-1013.0,-889.7575196243133,-712.5024078038348
9923337,-658,-780.7009991869174,-1013.0,-827.146786049841,-592.9736913515815
9948341,-470,-656.4205995121504,-1013.0,-730.661363248484,-454.41864539220643
9973344,-362,-538.6523597072902,-936.0,-631.065205889838,-299.46236106522434
9998348,-55,-345.19141582437413,-840.0,-475.4376120755816,-138.61160991313142
10023352,-65,-233.11484949462448,-751.0,-364.55534158759986,20.228655560709143
10048356,238,-44.66890969677469,-658.0,-201.77127306127036,182.2857348573586
10073360,347,111.9986541819352,-470.0,-53.51730474705889,341.01739600858247
10098364,494,264.7991925091611,-362.0,94.39789623757815,492.6123452101472
10123367,727,449.6795155054967,-65.0,265.2992842120657,633.6572215990918
10148371,751,570.2077093032981,-55.0,396.5143496926793,755.760366815359
10173375,1023,751.3246255819788,238.0,565.7633397716475,851.4788822646065
10198379,873,799.9947753491873,347.0,648.765232047034,916.764939444352
10223383,1108,923.1968652095125,494.0,772.8303573169601,957.8579888423503
10248387,951,934.3181191257074,727.0,820.9639930547343,974.9161592035705
10273394,1007,963.3908714754245,751.0,871.2227759627938,978.4528849643007
10298398,1004,979.6345228852547,873.0,907.0933678315178,975.6298255234797
10323402,982,980.5807137311529,951.0,927.3298598222175,961.9190380536361
10348406,990,984.3484282386917,982.0,944.260587490112,935.494796127758
10373413,870,938.609056943215,982.0,924.1986284824206,898.6967722790473
10398421,910,927.165434165929,982.0,920.3627807978371,856.6885214949609
10423429,888,911.4992604995574,982.0,911.6197745318611,797.2510559204702
10448434,775,856.8995562997344,951.0,874.7110937775757,706.4694523026894
10473437,608,757.3397337798407,951.0,802.6574350184835,590.3214976779727
10498441,498,653.6038402679044,910.0,720.3523364553589,459.4560882773899
10523448,365,538.1623041607427,888.0,624.3516953588418,313.47431332250136
10548452,60,346.8973824964456,870.0,471.8885791773579,163.56261998798612
10573460,152,268.93842949786733,775.0,385.46869240580094,15.638830407881997
10598460,-183,88.16305769872038,608.0,231.89334389782385,-145.9342385821068
10623467,-360,-91.10216538076777,498.0,71.98968027834846,-308.6293707332327
10648471,-485,-248.66129922846068,365.0,-78.48454179724743,-453.6375473466547
10673475,-653,-410.3967795370764,152.0,-233.69346164700397,-579.2339735693035
10698483,-716,-532.6380677222459,60.0,-363.9915690093744,-682.9278701001608
10723487,-752,-620.3828406333475,-183.0,-468.8144569000614,-774.4885712653809
10748491,-950,-752.2297043800086,-360.0,-598.8097204313397,-857.7468977943934
10773498,-977,-842.1378226280051,-485.0,-700.9801737262864,-918.1867513293419
10798506,-1006,-907.6826935768031,-653.0,-783.3831745381393,-951.2861412836394
10823513,-993,-941.8096161460819,-716.0,-840.0124620494748,-964.0051369569424
10848514,-971,-953.485769687649,-752.0,-875.3995591045817,-964.3960782682534
10873518,-1018,-979.2914618125894,-950.0,-913.9239540281139,-953.7915456680992
10898523,-948,-966.7748770875537,-950.0,-923.1298095234426,-927.0729008094133
10923533,-906,-942.4649262525322,-950.0,-918.5020850725066,-887.4812494058817
10948541,-890,-921.4789557515193,-950.0,-910.8020697388749,-836.3571958024645
10973550,-866,-899.2873734509117,-950.0,-898.6985122942114,-761.4283727923789
10998558,-620,-787.572424070547,-950.0,-823.4063779585449,-663.8799653457229
11023566,-671,-740.9434544423282,-948.0,-782.2328482241867,-552.3324793623501
11048570,-467,-631.3660726653969,-906.0,-697.070736090432,-415.47074223636395
11073577,-299,-498.41964359923816,-890.0,-589.5294539712846,-250.70802169536563
11098585,29,-287.45178615954285,-866.0,-422.429879755367,-82.12311073434478
11123589,11,-168.0710716957257,-671.0,-305.33610532867556,75.11176836427154
11148593,275,9.157356982564593,-620.0,-148.5547015007381,229.40198976337126
11173600,422,174.29441418953877,-467.0,5.5841953222569884,376.15658988884206
11198608,551,324.97664851372326,-299.0,152.93166300891966,503.85393006349847
11223616,673,464.1859891082339,11.0,293.4313548448147,610.6259352645945
11248626,698,557.7115934649403,29.0,402.7280874619822,699.8246389385336
11273633,824,664.2269560789641,275.0,516.537311521175,778.2254138980834
11298635,881,750.9361736473785,422.0,614.9991708091688,843.4777705033644
11323643,958,833.7617041884271,551.0,707.6629754921961,889.129489932689
11348651,945,878.2570225130562,673.0,771.7810469701116,913.4067058551996
11373658,941,903.3542135078337,698.0,817.4965982975516,922.0838430136396
11398662,952,922.8125281047003,824.0,853.8335277853349,920.3130068526641
11423670,930,925.6875168628202,881.0,874.4103733904756,907.7388801630809
11448670,937,930.2125101176921,930.0,891.3193498177652,881.5615920347168
11473677,881,910.5275060706153,930.0,888.5315133620195,837.0899177975436
11498685,741,842.7165036423692,930.0,848.6749585804457,782.0578328237411
11523693,897,864.4299021854215,930.0,861.7302687088927,711.841043890269
11548701,654,780.2579413112529,930.0,805.6106462234198,602.2549655262774
11573708,460,652.1547647867517,930.0,712.2417832571904,463.1703527102883
11598717,377,542.092858872051,897.0,621.6741330313337,312.7557425225308
11623720,104,366.85571532323064,881.0,481.82125026765186,154.6228607511389
11648728,-19,212.51342919393838,741.0,346.52127847052327,2.538966423221069
11673736,-156,65.10805751636302,654.0,210.76203349403198,-138.00320721102187
11698740,-230,-52.93516549018219,460.0,91.68743218844233,-277.50972089075094
11723744,-459,-215.36109929410935,377.0,-57.0841984169092,-421.0540311059566
11748748,-602,-370.0166595764656,104.0,-204.29658716159653,-557.017565968715
11773761,-755,-524.0099957458793,-19.0,-353.0725350388048,-671.0940555684269
11798765,-809,-638.0059974475275,-156.0,-476.2441718609623,-757.9025910337953
11823771,-873,-732.0035984685165,-230.0,-583.4302234290011,-820.0053813123775
11848774,-886,-793.6021590811099,-459.0,-665.1713280942714,-863.5573999470787
11873777,-946,-854.561295448666,-602.0,-741.0389382812674,-891.3483271321197
11898781,-937,-887.5367772691995,-755.0,-793.9790363895453,-901.8989395844837
11923790,-926,-902.9220663615197,-809.0,-829.6453198061897,-896.5001806342609
11948793,-880,-893.7532398169118,-873.0,-843.2489494573575,-881.5367848889084
11973798,-899,-895.851943890147,-880.0,-858.3104420798223,-859.7913272785468
11998799,-841,-873.9111663340882,-880.0,-853.6339186217141,-828.8459122069282
12023805,-897,-883.146699800453,-886.0,-865.3495348905892,-779.1609805581149
12048813,-703,-811.0880198802718,-886.0,-821.4897995454246,-703.9675077393379
12073821,-659,-750.252811928163,-886.0,-777.5921708324502,-611.9343693053956
12098828,-557,-672.9516871568978,-886.0,-717.9978255918132,-504.89009154016225
12123836,-395,-561.7710122941387,-880.0,-630.7379565871515,-380.7399879524194
12148844,-320,-465.0626073764832,-841.0,-546.7901673508318,-239.99105619405384
12173851,-85,-313.0375644258899,-703.0,-422.0346850597593,-80.79998721436439
12198859,131,-135.42253865553394,-659.0,-272.62892951038793,82.51659341906588
12223867,250,18.746476806679638,-557.0,-131.43747769932992,234.66277646156306
12248867,428,182.4478860840078,-395.0,19.698032054947504,372.94024285420875
12273874,547,328.2687316504047,-320.0,162.1519342274451,492.6369120069524
12298878,688,472.1612389902428,-85.0,304.2130556965888,584.7396689431009
12323887,575,513.2967433941457,131.0,377.3678307938958,658.5148867951607
12348891,788,623.1780460364874,250.0,488.3026620992522,733.2188674494084
12373894,883,727.1068276218925,428.0,594.9325997423398,796.2695008453568
12398898,860,780.2640965731355,547.0,666.5422044866136,832.9397148087401
12423905,879,819.7584579438812,575.0,723.9389977051101,852.2965016312066
12448909,881,844.2550747663288,688.0,766.3700031178608,861.3033402014901
12473917,906,868.9530448597973,788.0,804.0919141391888,858.5805316682499
12498921,886,875.7718269158784,860.0,826.2198923370028,839.1853935321142
12523928,822,854.263096149527,860.0,825.0798622087319,803.2814994984963
12548936,765,818.5578576897161,860.0,808.8489142246507,757.9426427026933
12573948,807,813.9347146138297,860.0,808.3494185616435,697.9421729742983
12598948,655,750.3608287682978,860.0,766.9211205503109,610.0275508191353
12623956,501,650.6164972609787,860.0,695.0808779657765,501.61333701416805
12648963,427,561.1698983565873,822.0,622.6571634993182,384.2628338439431
12673965,272,445.5019390139524,807.0,527.9249525426873,256.5468632427315
12698973,144,324.9011634083714,765.0,424.20524172075477,118.59634866536757
12723977,-89,159.34069804502286,655.0,285.5596577048051,-18.964041186397537
12748977,-64,70.00441882701372,501.0,191.12394475612697,-153.97262880646062
12773986,-342,-94.79734870379178,427.0,47.09719938274495,-295.53714235570857
12798992,-452,-237.6784092222751,272.0,-87.73700935824326,-435.0445000481448
