time,original,ema,median,kalman,butterworth
12823998,-622,-391.407045533365,144.0,-232.071475053235,-559.8219583974114
12849002,-732,-527.644227320019,-64.0,-367.1302715594309,-662.8526812845198
12874009,-796,-634.9865363920114,-89.0,-482.99209278135504,-739.3108516106615
12899013,-821,-709.3919218352069,-342.0,-574.3070285782057,-794.1324043883137
12924017,-862,-770.4351531011241,-452.0,-652.0290719196144,-834.7255277246857
12949021,-893,-819.4610918606745,-622.0,-717.1288650210054,-863.8988490412075
12974025,-903,-852.8766551164047,-732.0,-767.3431067432133,-882.077973635066
12999025,-899,-871.3259930698428,-796.0,-802.911034292256,-892.2264088297238
13024029,-1002,-923.5955958419056,-821.0,-856.6961550933034,-886.9221324628757
13049033,-905,-916.1573575051433,-862.0,-869.7457388521319,-851.6201893490133
13074036,-838,-884.894414503086,-862.0,-861.1694303007736,-788.25567533902
13099040,-755,-832.9366487018516,-862.0,-832.4870991941463,-703.80529821336
13124048,-590,-735.761989221111,-862.0,-766.9777030481125,-605.2061871180545
13149052,-536,-655.8571935326665,-862.0,-704.5776417658213,-500.82500090550803
13174055,-464,-579.1143161196,-862.0,-639.584097405354,-382.3041626864388
13199060,-274,-457.06858967176,-838.0,-540.81928252981,-239.72363424441676
13224063,44,-256.64115380305594,-755.0,-382.82672053206477,-96.09381417815175
13249067,-76,-184.38469228183357,-590.0,-299.9355760121231,33.43377609835045
13274071,227,-19.830815369100122,-536.0,-157.58065689628603,164.65940430926855
13299075,274,97.70151077853994,-464.0,-40.98646151211038,296.6499355410117
13324079,476,249.02090646712395,-274.0,98.680642518926,421.219136195648
13349084,561,373.81254388027435,-76.0,223.57908881094463,534.0198758795948
13374090,648,483.48752632816456,44.0,338.2390344168906,634.1536423401144
13399094,828,621.2925157968988,227.0,470.55100160142126,717.1878292242984
13424098,840,708.7755094781393,274.0,570.3599434885538,768.5030209233596
13449106,785,739.2653056868835,476.0,628.3462880716013,794.5825726744781
13474109,855,785.5591834121301,561.0,689.578196292824,810.6745159071495
13499113,849,810.9355100472781,648.0,732.6469868720992,815.0926680219613
13524117,853,827.7613060283668,785.0,765.1611009860709,802.7288471994752
13549121,849,836.2567836170201,828.0,787.8107003511632,768.1144209099568
13574125,822,830.5540701702121,828.0,797.0471520308374,698.8662220694055
13599129,337,633.1324421021272,828.0,672.7625561558489,625.6382801467387
13624133,694,657.4794652612763,828.0,678.4999835346215,588.4282069209767
13649140,657,657.2876791567658,828.0,672.6916294276054,547.9583880994116
13674144,543,611.5726074940594,822.0,637.6546301099827,466.099093064071
13699148,384,520.5435644964357,785.0,569.1282561157672,353.97798856209744
13724152,249,411.9261386978614,694.0,482.64361913045656,225.25252476616123
13749152,60,271.15568321871683,657.0,368.4638200144512,91.803483528361
13774159,1,163.0934099312301,543.0,269.1911863994641,-41.966617230759766
13799163,-243,0.6560459587380478,384.0,130.81955572774257,-174.2232415063684
13824167,-277,-110.40637242475718,337.0,20.644569425159474,-298.9770880252374
13849175,-452,-247.0438234548543,249.0,-107.04329701244511,-417.6127809344442
13874179,-602,-389.0262940729126,60.0,-240.75892493204054,-523.278612465898
13899183,-611,-477.81577644374755,1.0,-340.7818512516849,-608.9062920782776
13924186,-736,-581.0894658662485,-243.0,-447.552489180453,-680.2013156977005
13949190,-770,-656.6536795197491,-277.0,-534.6636872309023,-736.2625362494045
13974194,-818,-721.1922077118495,-452.0,-611.2087521742806,-775.1591343208597
13999202,-832,-765.5153246271097,-602.0,-670.85687930129,-798.2262978482415
14024206,-848,-798.5091947762659,-611.0,-718.7131937483746,-805.4949858839616
14049210,-859,-822.7055168657596,-736.0,-756.6125459008847,-793.7471601350178
14074213,-769,-801.2233101194557,-769.0,-759.9590935750356,-763.5600107785608
14099221,-745,-778.7339860716734,-769.0,-755.9178015217706,-723.2596153984484
14124225,-684,-740.8403916430041,-769.0,-736.4887606965124,-677.2017726864051
14149229,-670,-712.5042349858024,-769.0,-718.5264089747025,-622.5941178376368
14174233,-597,-666.3025409914815,-769.0,-685.6952946837329,-552.9337222106385
14199237,-536,-614.1815245948889,-769.0,-645.2541809369663,-461.57810869190104
14224244,-349,-508.10891475693325,-745.0,-565.2192736638993,-350.4376337396291
14249252,-244,-402.46534885415997,-684.0,-478.43989151069985,-230.51035411583172
14274259,-121,-289.87920931249596,-670.0,-381.87528444835834,-106.4392939470878
14299267,35,-159.92752558749757,-597.0,-269.25383677887646,20.540688475533436
14324275,142,-39.15651535249854,-536.0,-158.15105811701648,146.5022879461706
14349283,289,92.1060907885009,-349.0,-37.35042212172668,269.92971504295525
14374290,417,222.06365447310054,-244.0,85.39516678096068,386.7562015723704
14399294,541,349.6381926838603,-121.0,208.47964263382778,490.1027485639934
14424298,560,433.7829156103162,35.0,303.44505077563883,582.0881360279873
14449306,760,564.2697493661897,142.0,426.78620636934227,663.397053856959
14474310,811,662.9618496197138,289.0,530.5839494054337,717.3472095409247
14499314,748,696.9771097718283,417.0,589.320246034155,741.2651627297109
14524317,732,710.986265863097,541.0,627.8660678763457,756.6625234453254
14549321,845,764.5917595178582,560.0,686.5261484476665,768.5624340791887
14574325,817,785.5550557107149,732.0,721.774469931348,761.4769211985472
14599329,666,737.733033426429,732.0,706.7066504155462,742.9722486203395
14624336,854,784.2398200558573,748.0,746.4988637731677,720.8824187104924
14649340,716,756.9438920335144,748.0,738.2594062698195,674.99944590262
14674348,611,698.5663352201086,748.0,703.8794871469307,606.414412243166
14699352,582,651.9398011320652,748.0,670.9529865944573,526.9575933157274
14724356,477,581.9638806792391,732.0,618.5553824549073,430.88701389808267
14749360,349,488.7783284075434,716.0,545.7333214412778,316.2111013338199
14774367,259,396.86699704452604,666.0,468.2705335033282,182.0421055248942
14799371,-74,208.52019822671562,611.0,321.7727803624545,40.40207485365319
14824375,-96,86.71211893602936,582.0,208.9088685966501,-84.34316856262294
14849379,-69,24.427271361617613,477.0,133.83006141104508,-209.36183324391237
14874383,-577,-216.14363718302945,349.0,-58.20509526424979,-337.4282248674618
14899383,-390,-285.6861823098177,259.0,-147.84154984597254,-435.1540452669096
14924390,-507,-374.21170938589063,-69.0,-244.87043620127469,-518.661411595949
14949394,-716,-510.92702563153443,-74.0,-372.14901445787757,-596.9422514698579
14974398,-636,-560.9562153789207,-96.0,-443.42999721053684,-653.6470426082385
14999402,-733,-629.7737292273523,-390.0,-521.6591322357991,-698.089190846284
15024410,-754,-679.4642375364115,-507.0,-584.4274609339458,-735.1972458091277
15049414,-810,-731.6785425218468,-577.0,-645.367283590299,-759.6048486911059
15074417,-790,-755.0071255131081,-636.0,-684.4407103682494,-769.5408451410042
15099421,-814,-778.6042753078649,-716.0,-719.4419572679441,-764.9757326990891
15124425,-787,-781.9625651847189,-733.0,-737.6931821738989,-743.689983531269
15149430,-704,-750.7775391108313,-733.0,-728.5907597118972,-708.8937715954901
15174434,-747,-749.2665234664987,-747.0,-733.5641303315659,-661.8334089848581
15199437,-616,-695.9599140798992,-747.0,-701.8034502292061,-595.5668160679961
15224444,-538,-632.7759484479395,-747.0,-657.5509306237786,-513.773947247975
15249448,-473,-568.8655690687638,-747.0,-607.6933503090723,-419.3159819032648
15274452,-310,-465.31934144125825,-747.0,-527.2696424901956,-311.40563278606425
15299460,-231,-371.5916048647549,-704.0,-447.23055818247855,-194.46325296400153
15324467,-64,-248.55496291885294,-616.0,-343.6984423104451,-70.82015430042532
15349475,30,-137.13297775131176,-538.0,-242.74148675352177,58.0915359018954
15374479,265,23.720213349212955,-473.0,-105.57197008211463,183.70352947059627
15399483,321,142.63212800952778,-310.0,9.66909744589303,292.4694141360633
15424490,413,250.77927680571668,-231.0,118.6314462106811,383.935561576362
15449495,447,329.26756608343,-64.0,207.34225080017313,468.68822581992777
15474498,579,429.160539650058,30.0,307.7479004367393,552.1448017309503
15499506,665,523.4963237900348,265.0,404.26177433794066,628.523393406449
15524510,760,618.0977942740209,321.0,500.3666658007421,687.0509416657919
15549514,766,677.2586765644126,413.0,572.1291611148476,722.2087405179436
15574522,783,719.5552059386475,447.0,629.0972281422559,735.913328858356
15599527,743,728.9331235631885,579.0,659.8687695090239,734.481841674683
15624533,775,747.359874137913,665.0,690.9721866065869,720.8267997512419
15649541,670,716.4159244827479,670.0,685.3064201182862,697.9881514157544
15674550,765,735.8495546896487,743.0,706.8361357696201,665.0031334571497
15699554,642,698.3097328137892,743.0,689.320250937704,611.0463182925712
15724558,550,638.9858396882735,743.0,651.6820197073673,539.2490269464458
15749566,488,578.5915038129641,743.0,607.4623053117255,459.03894292304165
15774570,449,526.7549022877785,743.0,564.6527291842621,362.8287844958905
15799570,237,410.8529413726671,670.0,476.1353090584367,246.83407614730004
15824577,152,307.31176482360024,642.0,388.56814182936535,120.73721471554057
15849585,-103,143.18705889416015,550.0,255.76795475596177,-0.17984849973413475
15874593,3,87.11223533649608,488.0,187.48112161654842,-115.3026958020589
15899601,-365,-93.73265879810235,449.0,38.22491467002553,-230.3345956624712
15924608,-302,-177.0395952788614,237.0,-53.68895946158136,-332.9598300890826
15949616,-436,-280.62375716731685,152.0,-156.97266193014644,-427.15420403273527
15974626,-599,-407.97425430039016,3.0,-276.3890931268039,-513.929214962096
15999626,-586,-479.1845525802341,-103.0,-360.0324028818104,-581.7726325674671
16024633,-682,-560.3107315481404,-302.0,-447.01394926467566,-635.1065461886187
16049639,-695,-614.1864389288842,-365.0,-514.0089213283399,-676.389625252194
16074643,-748,-667.7118633573305,-436.0,-577.223064754035,-704.484741653928
16099651,-758,-703.8271180143983,-586.0,-626.0610767738501,-717.4767002857091
16124658,-749,-721.896270808639,-599.0,-659.2737905642055,-713.978943383124
16149662,-732,-725.9377624851834,-682.0,-678.9212278091634,-695.2601184044797
16174670,-691,-711.9626574911101,-691.0,-682.1843831483003,-662.3717338068293
16199670,-665,-693.177594494666,-691.0,-677.5419152936046,-614.5585756130745
16224678,-568,-643.1065566967995,-691.0,-647.94848641672,-551.6762934397311
16249685,-460,-569.8639340180797,-691.0,-597.1730352993701,-482.53720628296645
16274693,-483,-535.1183604108478,-691.0,-566.328480585005,-408.69052814214257
16299701,-362,-465.8710162465087,-691.0,-511.1278722926716,-317.18508499352936
16324708,-239,-375.12260974790524,-665.0,-437.6108371693934,-205.25266563018357
16349720,-33,-238.27356584874312,-568.0,-328.30270611749614,-87.32912025455963
16374724,-16,-149.36413950924586,-483.0,-243.93219007553057,27.331302061028914
16399728,163,-24.418483705547516,-460.0,-133.99693111609406,143.29681409300113
16424736,234,78.9489097766715,-362.0,-34.580274225380364,262.62579523913723
16449740,485,241.3693458660029,-239.0,105.78756442257755,374.40708073615684
16474744,524,354.42160751960176,-33.0,218.7702517757873,459.64088911925774
16499744,538,427.85296451176106,-16.0,305.01215127277874,518.0892816745982
16524752,564,482.31177870705665,163.0,374.9793274057108,565.9769702722059
16549765,629,540.987067224234,234.0,443.6045900508707,610.2816779853222
16574767,696,602.9922403345404,485.0,511.79077789651774,645.7276931651552
16599771,672,630.5953442007242,524.0,555.0722944468971,668.4872909839746
16624780,718,665.5572065204344,538.0,599.0882261880618,681.5610729276025
16649781,739,694.9343239122607,564.0,636.8862609973371,680.7192579403522
16674789,690,692.9605943473564,629.0,651.2352675246357,661.0795450455932
16699793,666,682.1763566084139,666.0,655.2240517194783,625.2279981281338
16724798,608,652.5058139650483,666.0,642.4661807977135,574.5006601921842
16749799,503,592.703488379029,666.0,604.7885257091976,513.7479561492362
16774805,526,566.0220930274173,666.0,583.5033160646493,443.19911475184176
16799813,352,480.4132558164504,666.0,520.9612571609001,357.1849805777991
16824821,256,390.64795348987025,666.0,449.38032763356324,264.57233298659116
16849828,173,303.58877209392216,608.0,374.7144652842364,174.41301672430745
16874836,199,261.7532632563533,526.0,327.24411097199584,72.34413360951024
16899844,-153,95.85195795381198,503.0,197.50318117813677,-44.54700783133242
16924851,-141,1.1111747722871783,352.0,106.0544440445511,-153.3931861744634
16949859,-252,-100.13329513662771,256.0,9.323811797668213,-253.77778449791572
16974867,-388,-215.27997708197665,199.0,-98.01568408399122,-352.1009134565979
16999875,-478,-320.367986249186,173.0,-200.6708074424976,-439.17727458529555
17024878,-506,-394.62079174951157,-141.0,-283.1573854776597,-515.5030169383656
17049882,-671,-505.172475049707,-153.0,-387.93547701940884,-580.4216284346444
17074891,-641,-559.5034850298242,-252.0,-456.30242990694956,-626.0594368211405
17099894,-685,-609.7020910178945,-388.0,-518.0864991075375,-656.2828054290187
17124901,-710,-649.8212546107368,-478.0,-569.9331235156702,-675.4584869689238
17149905,-695,-667.8927527664421,-506.0,-603.7207170972954,-683.3217491374701
17174909,-715,-686.7356516598652,-641.0,-633.7835066260828,-681.7686016295775
17199917,-733,-705.2413909959191,-671.0,-660.5874586311683,-665.127904119842
17224924,-681,-695.5448345975515,-681.0,-666.102033482045,-625.2681706652113
17249925,-602,-658.1269007585308,-681.0,-648.7844709432666,-562.8302451362028
17274928,-509,-598.4761404551185,-681.0,-611.020827794752,-483.9503331093817
17299936,-418,-526.2856842730711,-681.0,-558.8750521453932,-393.293292822407
17324948,-306,-438.17141056384264,-681.0,-490.5592859809497,-293.6676762744675
17349948,-206,-345.3028463383056,-681.0,-413.68382722743695,-186.9746195201709
17374956,-41,-223.58170780298335,-602.0,-313.00097623784694,-79.00225012271522
17399963,22,-125.34902468179,-509.0,-222.49838152412812,23.207202526506734
17424969,143,-18.009414809073988,-418.0,-123.75672332635337,119.28933533818287
17449973,209,72.79435111455561,-306.0,-33.86042747768555,210.78009614564422
17474977,285,157.67661066873336,-206.0,52.28169772545854,301.9390170092024
17499983,415,260.60596640124004,-41.0,150.27230024446197,394.683154015876
17524988,515,362.363579840744,22.0,248.8057539750759,481.5193611974024
17549992,616,463.8181479044464,143.0,348.00556050223327,552.8074181358834
17574998,668,545.4908887426678,209.0,434.4540460969394,600.6134734073539
17600002,644,584.8945332456008,285.0,491.06418721642007,626.1157416202868
17625009,656,613.3367199473605,415.0,535.6226216000024,639.2257011400195
17650013,671,636.4020319684164,515.0,572.1956613216596,644.2578287167053
17675021,685,655.8412191810498,616.0,602.6704541416858,637.0783802901096
17700021,637,648.3047315086299,637.0,611.9447942060418,614.9541744480853
17725029,602,629.7828389051779,637.0,609.2581462754945,581.1698486034495
17750032,569,605.4697033431067,637.0,598.3821579807325,537.5533817026849
17775036,534,576.881822005864,637.0,580.9889180685361,479.67205982491413
17800040,437,520.9290932035184,637.0,542.0894174116441,403.8929847796663
17825044,318,439.75745592211103,637.0,481.5502692831911,315.38844601225696
17850048,240,359.8544735532666,602.0,416.29396355706905,220.9553692491465
17875052,90,251.91268413195994,569.0,328.14362240590754,126.04076956090475
17900056,86,185.54761047917597,534.0,262.7270186478502,30.914487434479156
17925059,-160,47.32856628750558,437.0,148.52468863415385,-61.715984736699426
17950067,-52,7.597139772503347,318.0,94.35169836601025,-149.83651150825716
17975075,-284,-109.041716136498,240.0,-7.862363219753362,-243.87403293547487
18000079,-366,-211.8250296818988,90.0,-104.61547050096698,-336.7011138877444
18025084,-429,-298.6950178091393,86.0,-192.24996618019077,-418.2123768441991
18050090,-542,-396.01701068548357,-52.0,-286.73711041892926,-488.98920142405456
18075098,-541,-454.01020641129014,-160.0,-355.42780948768905,-548.4677644718315
18100098,-678,-543.606123846774,-284.0,-442.5726905316327,-595.4858087059242
18125102,-654,-587.7636743080644,-366.0,-499.6910915438202,-623.0221585675256
18150106,-666,-619.0582045848387,-429.0,-544.6204762528495,-632.1307078581845
18175113,-665,-637.4349227509032,-541.0,-577.1417523752921,-627.1252832824491
18200121,-623,-631.660953650542,-542.0,-589.5306428366549,-609.386235472962
18225129,-610,-622.9965721903252,-610.0,-595.0605668273519,-582.0300278047378
18250133,-564,-599.3979433141951,-610.0,-586.6693617546885,-545.5838917697549
18275136,-530,-571.638765988517,-610.0,-571.3597816538581,-499.26599284484035
18300140,-482,-535.7832595931102,-610.0,-547.2186815485748,-440.3945684012812
18325144,-395,-479.4699557558661,-610.0,-506.0958591653159,-366.8393711583823
18350152,-284,-401.2819734535197,-610.0,-446.09528318083636,-283.0692239785345
18375156,-227,-331.56918407211185,-564.0,-386.90533143775684,-192.64720533492425
18400160,-88,-234.14151044326712,-530.0,-306.1541993882947,-95.83973594431922
18425163,-25,-150.48490626596026,-482.0,-230.19864592974858,6.112061228077515
18450167,155,-28.29094375957615,-395.0,-126.13483892728166,108.92217620184567
18475175,222,71.82543374425433,-284.0,-32.08404962214287,203.5145493017511
18500179,323,172.2952602465526,-227.0,63.84411211981754,285.66796907236585
18525182,371,251.77715614793158,-88.0,146.82418324359855,356.7207679145774
18550190,439,326.66629368875897,-25.0,225.75729509901112,418.88679770420845
18575194,486,390.3997762132554,155.0,296.06347842229195,474.20162898140734
18600198,547,453.03986572795327,222.0,363.8555385119722,522.4646705648809
18625202,594,509.423919436772,323.0,426.0304944108169,561.0314693827416
18650206,626,556.0543516620631,371.0,480.05349853063586,586.129975869205
18675209,619,581.2326109972379,439.0,517.5907590204168,597.3446462608215
18700214,662,613.5395665983427,486.0,556.6038125227202,592.8153939046656
18725217,580,600.1237399590057,547.0,562.9244379038208,570.8001710505072
18750221,563,585.2742439754034,563.0,562.9448514734856,537.0538402715249
18775225,524,560.764546385242,563.0,552.423657927505,493.8828447178228
18800229,462,521.2587278311453,563.0,527.9951450382331,439.47980006062943
18825233,381,465.1552366986872,563.0,488.2834934911814,376.8855752682703
18850237,335,413.0931420192123,563.0,446.8730055471523,308.3614892097238
18875240,328,379.05588521152737,563.0,414.75872467473687,223.06410584723392
18900244,137,282.23353112691643,524.0,339.72047980231144,110.60020060657351
18925252,-28,158.14011867614985,462.0,240.37850795129617,-17.028879148826874
18950256,-257,-7.915928794310105,381.0,106.00861437680442,-132.2256109231661
18975260,-210,-88.74955727658606,335.0,20.636924197960298,-221.71311773572052
19000263,-357,-196.04973436595165,328.0,-81.38403670621922,-294.24369776827587
19025267,-332,-250.429840619571,137.0,-149.08949598422961,-357.66760309053177
19050275,-428,-321.45790437174264,-28.0,-224.43890120034064,-418.9792508881484
19075279,-542,-409.67474262304563,-210.0,-310.230004689853,-474.05850445748257
19100283,-506,-448.20484557382736,-257.0,-363.1184850209715,-515.1057395676346
19125290,-579,-500.5229073442964,-332.0,-421.44021732081706,-547.7893712221166
19150294,-608,-543.5137444065779,-357.0,-471.840501497022,-571.1569061793507
19175298,-619,-573.7082466439467,-428.0,-511.59655415351716,-579.6158802584066
19200302,-611,-588.624947986368,-506.0,-538.4510125303909,-572.1102442264776
19225306,-558,-576.3749687918208,-542.0,-543.7322929311067,-551.8640527024684
19250313,-558,-569.0249812750925,-558.0,-547.5868026249332,-522.6819017099845
19275321,-496,-539.8149887650555,-558.0,-533.6503074452112,-484.36459109162155
19300329,-464,-509.48899325903335,-558.0,-514.8338442301176,-437.2268067665268
19325333,-409,-469.29339595542,-558.0,-486.2421737850956,-380.39837386238867
19350337,-334,-415.17603757325196,-558.0,-445.1130048282099,-312.69076279280443
19375340,-242,-345.90562254395115,-558.0,-390.2407648619541,-237.11969011843138
19400344,-173,-276.7433735263707,-496.0,-331.55182276275036,-156.64857223186888
19425348,-89,-201.6460241158224,-464.0,-266.0249411426037,-70.36882162529105
19450352,17,-114.18761446949344,-409.0,-189.56399517832335,21.963750436375292
19475356,125,-18.512568681696067,-334.0,-104.58257784973793,116.35388988768972
19500360,235,82.89245879098236,-242.0,-12.842235000245623,206.52812655110063
19525367,324,179.3354752745894,-173.0,78.1577872057983,285.9982321892589
19550375,360,251.60128516475365,-89.0,154.29921175980118,354.0590014387822
19575383,427,321.76077109885216,17.0,227.9710236851842,415.8088999143212
19600390,521,401.4564626593113,125.0,307.1346218950201,469.28884177000026
19625398,523,450.07387759558674,235.0,365.4519947181012,509.5343647810084
19650402,586,504.44432655735204,324.0,425.03440836090596,536.543405277639
19675406,580,534.6665959344111,360.0,466.89932556857144,548.7068042051694
19700406,566,547.1999575606467,427.0,493.6719883668911,547.3674938605027
19725413,565,554.3199745363879,521.0,512.9416937900282,535.9414343397408
19750418,537,547.3919847218327,523.0,519.4411946597622,514.2322333515887
19775421,519,536.0351908330997,523.0,519.3220031817829,480.87584612261566
19800429,457,504.4211144998598,523.0,502.48532688593997,435.0165702834045
19825433,404,464.2526686999159,523.0,475.878904049494,377.98688618886877
19850437,331,410.95160121994957,523.0,436.73896815136754,311.27119962868977
19875440,276,356.97096073196974,523.0,393.31433741543754,233.38723871158177
19900445,76,244.58257643918185,519.0,307.58989804672274,152.57036066082787
19925452,133,199.94954586350912,457.0,260.4233525593639,77.43255734459422
19950456,2,120.76972751810546,404.0,190.60867857275622,-1.654411784492865
19975460,-108,29.26183651086326,331.0,109.93768913754353,-84.84587276923315
20000464,-140,-38.44289809348204,276.0,42.415469836192614,-166.3529624758703
20025467,-273,-132.26573885608923,133.0,-42.79597866046748,-248.3684631375337
20050471,-351,-219.75944331365355,76.0,-126.05920954916243,-325.36811541864904
20075475,-427,-302.65566598819214,2.0,-207.36023349501843,-390.78321634725245
20100483,-470,-369.59339959291526,-108.0,-278.3139979008569,-443.307018163721
20125491,-540,-437.75603975574916,-140.0,-349.0100969277961,-480.4152653205529
20150498,-463,-447.85362385344945,-273.0,-379.8051773333984,-506.9978332089334
20175502,-579,-500.31217431206966,-351.0,-433.61889604945105,-531.620363266044
20200506,-562,-524.9873045872419,-427.0,-468.3018487686309,-549.7298321236651
20225510,-616,-561.3923827523452,-463.0,-508.20342180574255,-554.001493663307
20250514,-590,-572.8354296514071,-470.0,-530.3012755147657,-538.9139284083437
20275518,-534,-557.3012577908444,-534.0,-531.3005089104535,-503.7353475762009
20300523,-471,-522.7807546745066,-534.0,-515.0099518492731,-455.412927322336
20325527,-422,-482.468452804704,-534.0,-489.8827355913096,-398.29231396489445
20350533,-337,-424.2810716828224,-534.0,-448.5805148833875,-334.3921873720335
20375535,-252,-355.3686430096934,-534.0,-395.4730676547145,-269.28998859836923
20400547,-171,-281.621185805816,-471.0,-334.8302740299099,-211.69666600304282
20425554,-296,-287.37271148348964,-471.0,-324.34003429205166,-149.12354266651153
20450558,-73,-201.62362689009376,-422.0,-256.4389627360223,-58.95034451103881
20475566,82,-88.17417613405624,-337.0,-165.00757461349056,45.53520365246261
20500570,163,12.29549431956626,-296.0,-76.39429079070486,141.73987239556845
20525577,249,106.97729659173976,-252.0,11.512998173971624,227.5684896196952
20550585,342,200.98637795504385,-171.0,100.79611466010802,302.71158118974097
20575593,387,275.3918267730263,-73.0,178.11587214647915,365.27606616890347
20600601,454,346.8350960638158,82.0,252.64768304289822,415.2916689318175
20625608,466,394.50105763828947,163.0,310.28613678606683,453.80271989733467
20650616,520,444.70063458297363,249.0,366.9416396489108,481.8514513316383
20675626,514,472.4203807497842,342.0,406.67036920541597,499.229850824988
20700626,530,495.4522284498705,387.0,439.98863507240907,507.2647176723517
20725633,533,510.47133706992236,454.0,465.11623308225796,506.3178365329236
20750635,536,520.6828022419534,466.0,484.2659230359476,493.0718024238917
20775643,490,508.40968134517203,490.0,485.81501954713644,465.68464196707083
20800651,450,485.0458088071032,490.0,476.13936953817324,426.3978828212656
20825654,399,450.6274852842619,490.0,455.2996896775736,377.4993326661664
20850659,336,404.77649117055716,490.0,423.07013743681784,320.07289316433787
20875662,293,360.0658947023343,490.0,387.9308818292632,253.00009614353823
20900670,188,291.2395368214006,490.0,333.9183121581125,174.63405951557456
20925678,83,207.94372209284035,450.0,266.1311714562505,90.10698775253223
20950685,11,129.1662332557042,399.0,197.20590064525538,5.053044077657006
20975693,-116,31.099739953422514,336.0,112.59138099108719,-76.40408358722394
21000701,-149,-40.94015602794649,293.0,41.92084444426351,-150.44179271841048
21025708,-205,-106.56409361676789,188.0,-24.786355522945797,-222.4936321338069
21050717,-332,-196.73845617006074,83.0,-107.78202995014829,-294.4272986878951
21075724,-394,-275.6430737020365,11.0,-185.10559250840743,-356.5322583049935
21100728,-422,-334.1858442212219,-116.0,-249.1040882499133,-405.28452683576097
21125736,-467,-387.3115065327331,-149.0,-307.9700223506344,-444.3727528744242
21150740,-490,-428.38690391963985,-205.0,-357.14655155946673,-475.5661681116473
21175744,-539,-472.6321423517839,-332.0,-406.27539030595625,-497.110125914412
21200748,-530,-495.5792854110703,-394.0,-439.7003621761966,-506.0287112801736
21225752,-526,-507.7475712466422,-422.0,-463.01474541657007,-503.3215344232262
21250765,-527,-515.4485427479854,-467.0,-480.30075941047215,-489.58452264229373
21275771,-489,-504.8691256487912,-489.0,-482.650913294299,-463.0950989956819
21300775,-440,-478.92147538927475,-489.0,-471.1285041258453,-425.9324152965432
21325777,-411,-451.7528852335648,-489.0,-454.88441522569855,-379.9805214826375
21350781,-346,-409.4517311401389,-489.0,-425.46861407646486,-323.878741025165
21375790,-260,-349.6710386840833,-489.0,-380.7662401139164,-260.0001475975847
21400793,-226,-300.20262321045,-489.0,-338.9551789591237,-190.12926746968253
21425798,-87,-214.92157392626999,-440.0,-270.8879222500851,-115.82370717740679
21450799,-63,-154.15294435576197,-411.0,-214.72570868113561,-41.55212223540592
21475805,11,-88.09176661345718,-346.0,-153.7445063017981,36.84399022160899
21500813,158,10.344940031925695,-260.0,-69.52479140750899,118.74055523752125
21525821,209,89.80696401915543,-226.0,5.72041115148302,193.6032736316434
21550828,272,162.68417841149326,-87.0,77.6574961735368,259.98601430493517
21575836,351,238.01050704689595,-63.0,151.502671550804,318.98710243870624
21600844,393,300.0063042281376,11.0,216.74467498176062,367.4956246498067
21625851,422,348.8037825368825,158.0,272.1956760551709,405.7459844366815
21650859,454,390.8822695221295,209.0,321.31124351399086,436.1583370556282
21675867,494,432.1293617132777,272.0,367.9641837990756,457.42466791268623
21700867,493,456.47761702796663,351.0,401.7433862521963,466.55632735462433
21725874,488,469.08657021677993,393.0,425.0461462711784,463.9597166223639
21750878,481,473.851942130068,422.0,440.1624274341768,450.5122036922131
21775887,447,463.1111652780408,447.0,442.00964013695705,426.12274490707136
21800894,393,435.0666991668245,447.0,428.76938141236434,394.4146596032702
21825901,394,418.6400195000947,447.0,419.3762170408797,357.0205946502282
21850906,356,393.5840117000568,447.0,402.2547383223606,307.07512538241133
21875913,219,323.75040702003406,447.0,352.7473324096626,245.98623885348673
21900921,255,296.25024421202045,447.0,326.3402833653099,177.40056569971108
21925928,46,196.15014652721226,394.0,250.604614376315,101.27861484964359
21950936,46,136.09008791632735,393.0,195.32940682495155,26.552705117746385
21975948,-85,47.654052749796406,356.0,119.5966762008981,-42.04131784437749
22000952,-77,-2.207568350122159,255.0,66.4848628919076,-106.85154577670795
22025956,-148,-60.5245410100733,219.0,8.540444829221236,-176.3180849144806
22050960,-305,-158.31472460604397,46.0,-76.16445401439086,-248.92742277719242
22075965,-330,-226.98883476362636,46.0,-144.7397035562331,-310.9014477644525
22100969,-376,-286.5933008581758,-77.0,-207.21610919979423,-361.65199872934164
22125973,-448,-351.1559805149055,-85.0,-272.26537301809304,-402.7926559142638
22150977,-447,-389.4935883089433,-148.0,-319.4710179263295,-431.5073155231713
22175982,-472,-422.49615298536594,-305.0,-360.67766992399,-450.0844392112563
22200986,-488,-448.69769179121954,-330.0,-395.0745883039957,-459.59671549023784
22225992,-492,-466.0186150747317,-376.0,-421.2595903618876,-457.3993385208441
22250998,-435,-453.611169044839,-435.0,-424.97164737928466,-446.28226709380914
22276002,-465,-458.1667014269034,-447.0,-435.78555549075946,-430.34009037060673
22301006,-460,-458.900020856142,-448.0,-442.327238091952,-402.45473136558775
22326009,-365,-421.3400125136852,-448.0,-421.43680437453366,-358.415243017671
22351013,-339,-388.4040075082111,-448.0,-399.165989585906,-303.3891147565135
22376017,-233,-326.24240450492664,-448.0,-354.27521529747486,-241.167143255827
22401021,-232,-288.545442702956,-447.0,-321.2418063269196,-170.60987235191024
