xAccl,yAccl,zAccl,newPosition,time,low-pass_filtered
50,-6,1014,0,24501383,55.97622921
116,-24,1004,0,24526390,113.9685622
168,-22,1002,0,24551398,168.6253673
211,-15,989,0,24576402,220.5996697
304,-44,975,0,24601406,267.2104461
295,-48,961,0,24626410,304.563499
359,-46,957,0,24651414,333.8671406
371,-52,948,0,24676417,353.5216044
371,-47,934,0,24701421,362.4381148
368,-44,942,0,24726425,363.7112024
386,-51,950,0,24751430,356.5392508
314,-53,945,0,24776434,342.1189654
356,-55,958,0,24801437,323.5045869
317,-46,963,0,24826444,295.1887842
269,-40,972,0,24851452,253.7756317
196,-23,980,0,24876460,204.1794427
146,-31,988,0,24901460,151.6937571
77,-9,1009,0,24926464,100.0387432
41,-15,996,0,24951468,51.23130193
-4,-10,998,0,24976475,4.200341078
-42,-12,1001,0,25001479,-43.85365369
-120,7,1013,0,25026483,-92.14341296
-132,7,997,0,25051483,-139.1787737
-180,13,985,0,25076490,-189.3859592
-289,36,995,0,25101498,-240.8883335
-322,39,970,0,25126502,-282.8945712
-346,35,967,0,25151506,-311.8100919
-359,31,961,0,25176510,-330.1487285
-364,37,965,0,25201514,-340.0404822
-360,33,955,0,25226518,-343.8721059
-389,25,942,0,25251523,-340.4049649
-345,34,967,0,25276527,-326.8691694
-329,35,977,0,25301533,-305.6851032
-304,26,977,0,25326534,-278.740134
-280,23,979,0,25351541,-243.9709495
-223,18,989,0,25376550,-200.3242159
-164,13,988,0,25401554,-150.400916
-112,3,997,0,25426558,-97.36993872
-29,9,1010,0,25451566,-45.16252331
-13,10,1027,0,25476570,3.300372606
42,-6,1014,0,25501570,50.78666829
86,-21,997,0,25526577,99.61095451
157,-31,993,0,25551585,147.6028096
191,-21,989,0,25576589,191.5091199
228,-27,981,0,25601593,231.2863953
299,-42,971,0,25626600,264.6263447
294,-38,966,0,25651608,286.8127699
282,-41,960,0,25676616,302.4580642
341,-44,951,0,25701626,315.3431956
327,-39,955,0,25726633,320.7729386
340,-39,962,0,25751635,316.1616334
301,-29,965,0,25776643,302.5020414
281,-26,976,0,25801651,283.3175576
275,-42,970,0,25826658,259.5669748
250,-41,979,0,25851662,226.8402134
169,-20,993,0,25876670,185.8443461
142,-25,999,0,25901670,142.3836717
101,-12,998,0,25926678,96.70853996
26,-16,1020,0,25951685,48.9697517
-10,-4,1006,0,25976693,3.350225185
-23,-21,999,0,26001697,-42.75857003
-112,14,1014,0,26026704,-93.23670675
-174,9,1003,0,26051717,-142.1556082
-174,16,994,0,26076724,-187.5048198
-308,30,992,0,26101728,-227.5896806
-252,13,975,0,26126736,-256.4151065
-311,39,990,0,26151740,-277.961728
-319,30,973,0,26176744,-294.1079483
-325,29,970,0,26201748,-302.9488321
-315,25,966,0,26226752,-307.4277569
-363,26,948,0,26251765,-305.678178
-317,25,973,0,26276771,-292.2460535
-288,31,974,0,26301774,-269.367795
-267,23,987,0,26326777,-240.9294847
-228,22,986,0,26351781,-206.4955681
-186,18,995,0,26376788,-166.4448633
-141,15,1012,0,26401790,-121.6822145
-75,-4,1006,0,26426793,-74.40665479
-29,-1,1016,0,26451799,-28.55193826
4,-5,1010,0,26476799,15.00216263
51,-11,1015,0,26501805,58.0214751
91,-18,1012,0,26526813,101.0952019
160,-23,999,0,26551821,141.4724236
171,-28,986,0,26576828,175.9628623
214,-27,985,0,26601836,205.0262702
216,-25,988,0,26626844,230.66489
260,-36,972,0,26651851,254.2195914
285,-40,972,0,26676859,273.2787664
294,-36,964,0,26701867,284.7365981
289,-37,968,0,26726875,289.5018931
303,-38,970,0,26751882,288.2780371
314,-55,959,0,26776890,276.5513089
238,-22,975,0,26801894,253.5201779
228,-28,990,0,26826901,226.0170024
213,-35,990,0,26851906,194.1563558
149,-25,994,0,26876909,155.2177821
102,-21,1008,0,26901917,113.1754135
55,-10,1005,0,26926921,72.30334445
50,-26,991,0,26951921,30.57210225
-65,13,1029,0,26976928,-11.42936785
-56,0,1016,0,27001936,-46.97098691
-68,0,1006,0,27026948,-79.90164522
-143,17,1001,0,27051952,-115.0631546
-168,10,996,0,27076959,-147.0762485
-172,7,988,0,27101966,-175.8309575
-207,10,977,0,27126969,-206.7837049
-279,28,982,0,27151973,-237.3595093
-289,29,984,0,27176977,-259.8183684
-300,24,980,0,27201986,-272.6325662
-288,25,983,0,27226992,-279.4293784
-353,10,974,0,27251998,-277.3293448
-272,26,978,0,27277002,-261.0638883
-256,22,980,0,27302006,-236.1961193
-223,18,995,0,27327013,-208.1256082
-203,20,1002,0,27352017,-175.6591483
-136,18,1011,0,27377021,-139.9727847
-126,1,1003,0,27402025,-103.5330566
-57,6,1011,0,27427032,-67.52841777
-55,-8,1006,0,27452036,-32.65300049
-20,-12,1004,0,27477040,4.748888574
50,-6,1013,0,27502044,45.56008815
81,-12,1010,0,27527051,84.81895931
101,-17,998,0,27552056,123.109858
172,-28,998,0,27577059,161.7282927
212,-24,991,0,27602067,195.1589545
227,-32,984,0,27627071,219.6561337
242,-30,987,0,27652075,236.7271399
255,-37,980,0,27677079,247.5654094
257,-33,978,0,27702084,252.2119164
256,-34,971,0,27727090,250.9667629
240,-28,981,0,27752094,245.1087225
258,-30,992,0,27777102,233.659263
209,-27,987,0,27802106,214.6690355
186,-26,994,0,27827109,191.2758616
172,-30,994,0,27852113,165.2700433
134,-25,1000,0,27877117,134.9081654
103,-20,1005,0,27902121,100.1382955
62,-18,1006,0,27927125,61.18330528
6,-9,1013,0,27952129,19.57270675
-50,0,1010,0,27977132,-19.75479167
-58,3,1024,0,28002137,-54.63025944
-111,6,1012,0,28027140,-86.73660402
-116,1,991,0,28052144,-117.167618
-161,10,998,0,28077152,-147.5159453
-197,16,993,0,28102156,-176.6667525
-240,22,1001,0,28127159,-199.5839479
-225,17,996,0,28152167,-214.4883803
-250,16,990,0,28177171,-223.8887356
-253,21,989,0,28202175,-227.7387597
-244,22,992,0,28227179,-225.2725494
-224,30,1008,0,28252183,-219.40698
-250,12,992,0,28277186,-210.0884052
-216,21,989,0,28302190,-193.2233269
-187,18,1000,0,28327194,-169.2225173
-159,10,1002,0,28352198,-140.8707432
-107,16,1012,0,28377202,-110.9059047
-99,8,1008,0,28402202,-81.66527558
-68,-3,1007,0,28427206,-51.06434871
-39,-5,1005,0,28452210,-16.38717982
24,-2,1012,0,28477213,20.82380467
54,-9,1007,0,28502217,56.37278021
80,-15,1007,0,28527221,89.47014751
135,-19,997,0,28552225,119.5808655
140,-24,1001,0,28577229,144.3193287
168,-26,995,0,28602236,164.3764673
169,-23,991,0,28627240,181.8676616
202,-31,989,0,28652244,197.6011574
211,-27,987,0,28677248,210.0606745
221,-30,980,0,28702252,217.9508976
233,-32,991,0,28727259,220.1764407
218,-30,978,0,28752263,215.5654751
210,-32,992,0,28777267,204.9948726
194,-25,987,0,28802275,189.012098
162,-31,998,0,28827279,168.5535284
137,-27,991,0,28852283,146.30749
151,-39,998,0,28877286,119.8388223
81,-18,1001,0,28902290,84.63621241
26,-19,998,0,28927298,45.36356292
6,-12,1008,0,28952306,7.000407263
-63,7,1021,0,28977313,-29.22925662
-71,1,1017,0,29002317,-60.8789891
-96,2,1010,0,29027321,-89.87505633
-143,9,1007,0,29052325,-117.4921564
-149,13,1002,0,29077333,-142.0439321
-183,14,1004,0,29102333,-164.134655
-221,23,1007,0,29127336,-181.0212952
-198,17,992,0,29152340,-190.4463278
-223,20,994,0,29177344,-194.8119534
-220,20,994,0,29202352,-193.3595109
-204,18,995,0,29227356,-185.0666476
-157,38,1011,0,29252360,-175.5997996
-196,11,1000,0,29277367,-168.803927
-186,16,996,0,29302375,-159.0874507
-165,8,999,0,29327379,-142.1721707
-135,9,1013,0,29352383,-119.7220796
-103,5,1011,0,29377387,-94.42943981
-87,3,1014,0,29402391,-67.31888675
-40,-2,1015,0,29427394,-38.68724557
-33,0,1011,0,29452398,-8.821552542
27,-13,1011,0,29477406,22.09980073
35,-15,1000,0,29502406,52.76378348
89,-17,1014,0,29527413,82.31813407
104,-16,1009,0,29552421,109.2794626
135,-23,1009,0,29577425,132.8174849
163,-19,998,0,29602429,151.6733268
154,-25,1000,0,29627437,165.5479763
186,-31,993,0,29652444,176.0079135
180,-29,996,0,29677448,182.2222084
181,-27,998,0,29702452,184.6384773
188,-25,994,0,29727456,184.0301863
191,34,1045,0,29752460,178.0261157
160,-24,999,0,29777464,165.9280902
162,-31,1001,0,29802468,148.7350358
106,-17,1005,0,29827471,128.0980526
116,-23,1005,0,29852479,106.0424114
76,-24,1012,0,29877483,81.14971276
41,-6,1012,0,29902483,54.0500029
36,-18,1006,0,29927487,25.50933077
-22,-11,1008,0,29952494,-5.767706969
-56,-1,1024,0,29977502,-36.31223269
-80,4,1020,0,30002506,-62.89558177
-100,9,1013,0,30027510,-86.02063447
-127,15,1010,0,30052514,-105.8614867
-130,8,1008,0,30077518,-122.6924064
-153,9,1004,0,30102523,-137.8274794
-168,8,998,0,30127527,-150.8652148
-185,7,1004,0,30152533,-159.7342722
-184,10,997,0,30177534,-162.9812978
-180,14,999,0,30202541,-160.8370063
-138,6,1000,0,30227550,-158.2244661
-203,-1,1020,0,30252558,-156.600056
-172,5,1002,0,30277566,-148.5950267
-151,15,999,0,30302570,-132.582377
-124,10,1013,0,30327577,-112.7339491
-101,7,1013,0,30352585,-91.2089583
-83,3,1017,0,30377589,-68.57604207
-47,-4,1013,0,30402597,-45.35374003
-36,-9,1011,0,30427600,-22.48329018
-15,-7,1004,0,30452608,1.483790457
25,-24,1003,0,30477616,26.88036385
42,-22,1015,0,30502626,51.80165861
76,-18,1007,0,30527633,75.28275966
96,-6,1010,0,30552635,96.03837057
108,-22,1003,0,30577643,113.7229531
128,-24,1011,0,30602647,129.1184742
144,-19,1001,0,30627655,141.4801503
147,-24,999,0,30652662,150.1635346
159,-19,999,0,30677670,155.2537524
150,-24,1001,0,30702670,157.0247771
154,-19,1005,0,30727678,156.5307967
182,-30,1006,0,30752685,150.4092248
126,-24,1007,0,30777693,135.3542958
113,-28,1004,0,30802701,115.6342737
84,-22,1007,0,30827708,94.9765974
67,-20,1013,0,30852721,74.0043608
46,-16,1008,0,30877724,52.73045138
16,-18,1009,0,30902728,31.60796106
11,-14,1018,0,30927732,10.8121262
-25,-9,1007,0,30952736,-10.49066254
-37,-3,1010,0,30977743,-31.86071877
-66,-1,1007,0,31002748,-52.88958099
-89,0,1009,0,31027752,-72.54621831
-105,2,1020,0,31052765,-89.39472135
-115,6,1010,0,31077767,-103.7129095
-128,1,1006,0,31102771,-116.4608159
-152,11,1001,0,31127774,-126.5930403
-149,10,1006,0,31152780,-132.082103
-151,7,1005,0,31177781,-133.1550222
-134,8,1008,0,31202788,-132.1665985
-161,8,1002,0,31227790,-129.2382531
-145,-1,994,0,31252793,-120.5736762
-104,10,1012,0,31277798,-107.4890443
-112,6,1009,0,31302799,-94.35488103
-93,9,1015,0,31327805,-80.1805283
-80,3,1016,0,31352813,-63.37643432
-51,8,1012,0,31377821,-44.72982244
-38,-7,1010,0,31402829,-25.3331129
-39,-8,1013,0,31427836,-2.449109549
55,-16,1012,0,31452844,22.35972417
33,-15,1012,0,31477851,41.46155612
46,-15,1006,0,31502859,56.41227464
71,-13,1006,0,31527867,70.78647959
75,-17,1014,0,31552867,83.48134966
90,-14,1006,0,31577874,94.81943688
103,-22,1009,0,31602882,104.6095353
110,-19,1004,0,31627890,111.8258296
115,-17,998,0,31652894,116.1045314
115,-25,1000,0,31677897,117.4589635
115,-19,1002,0,31702905,115.9376023
114,-22,1003,0,31727913,110.9502943
95,-19,1020,0,31752921,102.6189784
87,-21,1007,0,31777928,92.53057529
75,-11,1008,0,31802936,81.45638217
73,-19,1005,0,31827948,68.20148326
46,-18,1017,0,31852948,51.60312845
20,-11,1010,0,31877956,33.47242412
-1,-11,1012,0,31902963,16.99803162
-2,-13,1008,0,31927969,2.53998054
-9,-11,1016,0,31952977,-13.13158989
-43,0,1008,0,31977986,-31.60493995
-72,-2,1018,0,32002992,-49.3862707
-71,-3,1015,0,32027998,-64.16917341
-97,7,1010,0,32052998,-76.66520686
-100,2,1007,0,32078002,-86.40833938
-109,4,1002,0,32103006,-93.16328793
-109,3,1015,0,32128013,-97.62863524
-117,1,1012,0,32153017,-99.90434346
-105,3,1011,0,32178021,-100.5825841
-117,9,1006,0,32203021,-100.4423806
-127,-3,994,0,32228025,-96.86560419
-91,4,1006,0,32253029,-88.65614004
-98,-1,1015,0,32278033,-78.38585189
-79,9,1015,0,32303040,-66.04532215
-66,5,1026,0,32328044,-51.01228976
-46,-6,1010,0,32353052,-33.85165944
-33,4,1016,0,32378055,-14.2567729
-13,-9,1013,0,32403060,9.208986579
101,-33,996,0,32428063,28.05824943
-11,-15,1010,0,32453067,35.25818837
35,-12,1016,0,32478075,41.57799318
42,-6,1015,0,32503075,51.4598757
56,-13,1022,0,32528079,60.90338823
64,-11,1018,0,32553084,69.30207178
72,-16,1012,0,32578090,76.14470579
78,-22,1005,0,32603098,81.12614726
78,-21,1003,0,32628102,84.2377815
87,-13,1009,0,32653106,85.18328522
69,-13,1012,0,32678113,84.40155221
81,-18,1009,0,32703117,83.27042362
89,-18,1009,0,32728121,79.64017385
63,-25,1016,0,32753129,71.59358046
51,-17,1014,0,32778136,61.89415786
46,-13,1018,0,32803144,52.42214533
38,-20,1010,0,32828152,42.26215352
27,-16,1012,0,32853160,30.41153488
8,-8,1013,0,32878163,17.05567843
-8,-6,1016,0,32903167,3.538017921
-16,-12,1018,0,32928171,-9.569406442
-40,-3,1017,0,32953179,-21.85226959
-41,-7,1008,0,32978179,-32.39744539
-51,-1,1009,0,33003183,-41.9221897
-65,2,1006,0,33028186,-50.7861314
-69,-2,1010,0,33053194,-58.22982788
-79,-1,1011,0,33078198,-63.99504836
-80,-3,1008,0,33103202,-67.85676283
-86,-2,1012,0,33128205,-69.51868526
-75,-7,1010,0,33153210,-69.52016891
-82,-3,1017,0,33178217,-68.90633097
-79,1,1012,0,33203221,-67.39223374
-82,-4,1021,0,33228225,-63.81085732
-68,0,1016,0,33253229,-57.77628474
-61,7,1017,0,33278233,-50.2008486
-56,1,1014,0,33303237,-41.397675
-35,-3,1014,0,33328244,-31.69022409
-37,-4,1021,0,33353252,-21.7945324
-23,-4,1025,0,33378256,-10.71459037
-26,-1,1016,0,33403260,4.023710104
62,-17,1008,0,33428263,18.1211767
-5,-12,1020,0,33453267,25.82067202
34,-9,1011,0,33478271,31.50856142
29,-9,1017,0,33503275,37.12882311
33,-14,1011,0,33528282,41.46075771
38,-15,1015,0,33553290,45.58682697
42,-10,1011,0,33578298,49.3334558
46,-12,1018,0,33603306,52.46698412
51,-9,1015,0,33628313,54.46915646
46,-12,1013,0,33653321,55.2249336
49,-13,1021,0,33678325,55.31723527
49,-14,1011,0,33703329,54.6728594
55,-4,1036,0,33728333,51.94826441
39,-15,1015,0,33753337,46.3429098
34,-10,1010,0,33778340,38.85231944
20,-11,1014,0,33803344,30.64133728
12,-12,1016,0,33828348,22.65645591
11,-13,1008,0,33853352,14.78864564
-3,-12,1010,0,33878356,6.170886817
-12,-2,1017,0,33903360,-2.787292655
-24,-4,1017,0,33928363,-11.13809921
-28,-7,1025,0,33953367,-18.46413586
-36,-3,1019,0,33978371,-24.91674569
-43,0,1019,0,34003375,-30.35788302
-44,-6,1011,0,34028383,-34.64417677
-50,2,1019,0,34053387,-38.02456936
-52,2,1012,0,34078390,-40.32749257
-54,-2,1014,0,34103394,-41.22937002
-49,-9,1003,0,34128402,-41.03279698
-51,-7,1004,0,34153406,-40.34281179
-54,-5,1014,0,34178410,-38.60703469
-40,0,1015,0,34203414,-35.71602023
-46,2,1019,0,34228421,-32.5326917
-42,-1,1024,0,34253425,-28.27566409
-29,-8,1020,0,34278429,-22.70958005
-25,-6,1014,0,34303433,-17.1963353
-26,-6,1010,0,34328437,-11.49768653
-10,-6,1008,0,34353441,-5.057232464
-1,-11,1014,0,34378444,0.472719738
-9,-8,1012,0,34403448,4.64188316
-2,-11,1015,0,34428452,9.385543588
13,-12,1009,0,34453456,14.46866304
13,-3,1020,0,34478460,17.9570154
3,-2,1013,0,34503464,20.88962246
22,-2,1013,0,34528467,24.74381994
28,-16,1004,0,34553475,27.36307077
18,-15,1009,0,34578483,27.52620634
16,-4,1015,0,34603483,27.16571436
22,-5,1016,0,34628490,27.04263877
24,-16,1017,0,34653498,25.70727775
10,-14,1014,0,34678502,23.00395994
13,-5,1024,0,34703506,20.34692606
15,-14,1016,0,34728514,17.19909204
1,-14,1016,0,34753514,12.91159672
-1,-10,1016,0,34778522,8.743558806
-3,-3,1012,0,34803527,5.081167153
-7,-13,1012,0,34828533,1.384850673
-15,-15,1012,0,34853535,-1.972328432
-11,-4,1002,0,34878547,-4.691978852
-18,-13,1011,0,34903554,-7.224203036
-19,-14,1006,0,34928562,-9.467911535
-17,-9,1011,0,34953570,-11.65227911
-28,4,1021,0,34978577,-13.86288743
-25,-11,1016,0,35003585,-15.15307037
-28,-12,1021,0,35028593,-15.19333766
-19,-2,1011,0,35053597,-14.69866664
-23,-5,1024,0,35078600,-14.71595943
-29,-9,1015,0,35103608,-14.67300516
-20,-13,1012,0,35128616,-13.73753159
-24,-2,1012,0,35153626,-12.40368172
-21,-5,1012,0,35178627,-10.51648562
-18,-9,1016,0,35203635,-7.780162956
-8,-14,1017,0,35228639,-5.129443494
-12,-5,1016,0,35253647,-3.53879318
-14,0,1012,0,35278654,-2.269847352
-6,-7,1015,0,35303659,-0.733573493
-10,-6,1013,0,35328666,0.622675941
-6,-7,1014,0,35353670,1.964268528
-5,-5,1013,0,35378677,3.333720671
-3,-7,1011,0,35403681,4.438338088
-1,-8,1016,0,35428685,4.978540354
-4,-9,1012,0,35453693,4.85694137
-6,-8,1020,0,35478697,4.713381702
-2,-15,1015,0,35503697,4.829365152
-2,-3,1023,0,35528704,4.562444476
-4,-8,1010,0,35553717,3.55662243
-7,-11,1016,0,35578720,2.157339303
-9,-10,1013,0,35603728,0.87553734
-8,-6,1012,0,35628736,-0.187498016
-7,-2,1017,0,35653744,-1.641265221
-16,-10,1013,0,35678752,-3.464303453
-13,-12,1015,0,35703761,-4.878183097
-17,-3,1021,0,35728765,-5.726880301
-12,2,1017,0,35753771,-6.404352188
-19,-10,1016,0,35778777,-7.109027121
-17,-19,1023,0,35803788,-7.3556752
-17,-5,1008,0,35828793,-6.910645279
-14,-14,1012,0,35853799,-6.147596769
-14,-9,1009,0,35878802,-5.408615502
-16,-10,1009,0,35903809,-4.466721053
-9,-1,1018,0,35928813,-3.232837853
-11,-2,1025,0,35953821,-2.294685211
-13,-10,1015,0,35978824,-1.332829252
-5,-6,1015,0,36003832,-0.132880857
-8,-4,1024,0,36028840,0.585640844
-7,-3,1015,0,36053844,0.808123925
-10,-6,1016,0,36078851,1.10203334
-5,-6,1012,0,36103859,1.60379903
-5,-13,1011,0,36128867,1.734002565
-8,-7,1011,0,36153875,1.320987964
-8,-11,1012,0,36178879,0.869323451
-8,-8,1016,0,36203887,0.517493508
-10,0,1025,0,36228890,0.334277258
-4,-6,1024,0,36253891,0.002532251
-12,-13,1010,0,36278898,-0.863829588
-10,-8,1016,0,36303898,-1.73858427
-13,-7,1023,0,36328905,-2.215451288
-8,-3,1010,0,36353913,-2.631835359
-13,-8,1015,0,36378921,-3.413113206
-15,-7,1014,0,36403921,-4.10961327
-11,-5,1016,0,36428928,-4.464406175
-15,-4,1017,0,36453936,-4.874278611
-15,-14,1011,0,36478948,-5.065299008
-15,-9,1010,0,36503948,-4.661946771
-10,-5,1016,0,36528952,-4.057227693
-14,-4,1011,0,36553960,-3.666722617
-12,-4,1017,0,36578963,-3.193115211
-11,-10,1017,0,36603969,-2.532609057
-8,-6,1019,0,36628977,-2.190936778
-16,-2,1006,0,36653986,-1.89344976
-8,-15,1017,0,36678992,-0.921819332
-5,-7,1015,0,36703998,-0.101547639
-11,-7,1015,0,36729005,0.019746723
-6,-8,1020,0,36754013,-0.037442129
-10,-7,1014,0,36779017,-0.299660712
-11,-12,1015,0,36804021,-0.42443795
-7,-4,1014,0,36829029,-0.237599024
-8,-10,1009,0,36854032,-0.348700747
-12,-12,1015,0,36879036,-0.577220257
-8,-8,1017,0,36904040,-0.44899608
-7,-11,1024,0,36929044,-0.484745826
-10,-9,1015,0,36954048,-1.049207009
-10,-12,1012,0,36979052,-1.824159069
-10,-9,1011,0,37004056,-2.821184513
-15,-5,1023,0,37029063,-3.922854971
-13,-9,1011,0,37054067,-4.712174462
-15,-11,1006,0,37079071,-5.207394719
-14,-8,1012,0,37104071,-5.522344638
-17,-6,1019,0,37129075,-5.455078134
-12,-6,1010,0,37154079,-4.974370738
-12,-9,1016,0,37179084,-4.669415937
-14,-5,1014,0,37204090,-4.746799457
-13,-9,1012,0,37229098,-4.894299159
-16,-8,1016,0,37254102,-4.832240169
-13,-8,1011,0,37279102,-4.299720078
-12,-8,1017,0,37304106,-3.513738591
-13,-7,1017,0,37329109,-2.573641052
-11,-10,1016,0,37354113,-1.159090786
-6,-4,1016,0,37379121,0.458152041
-3,-6,1010,0,37404125,1.288081949
-10,-9,1012,0,37429129,1.251754026
-4,-13,1011,0,37454133,0.912543242
-9,-8,1027,0,37479140,0.112991197
-11,-5,1017,0,37504144,-0.821760869
-10,-10,1017,0,37529148,-1.397235052
-11,-10,1014,0,37554156,-1.764513357
-14,-9,1016,0,37579159,-1.629892423
-7,-8,1019,0,37604163,-0.9308825
-7,-10,1015,0,37629171,-0.619533567
-8,-10,1013,0,37654175,-1.247606078
-13,-6,1023,0,37679179,-2.294312025
-14,-5,1012,0,37704183,-2.852950991
-8,-8,1016,0,37729186,-3.066790231
-16,-7,1016,0,37754190,-3.383234702
-8,-8,1011,0,37779194,-3.717079683
-10,-9,1016,0,37804198,-4.919578474
-16,-7,1011,0,37829202,-7.316824295
-13,-3,1014,0,37854206,
-14,-10,1026,0,37879209,
-12,-4,1011,0,37904217,
-12,-8,1015,0,37929225,
-14,-13,1012,0,37954229,
-11,-8,1017,0,37979236,
-11,-4,1016,0,38004240,
-8,-10,1015,0,38029244,
-4,-13,1013,0,38054248,
-8,-5,1023,0,38079256,
-11,-4,1016,0,38104260,
-16,-5,1008,0,38129263,
-13,-8,1016,0,38154267,
-14,-4,1012,0,38179271,
-11,-2,1011,0,38204275,
-11,-9,1013,0,38229279,
-15,-10,1011,0,38254283,
-14,-8,1013,0,38279290,
-9,-8,1016,0,38304294,
-9,-10,1020,0,38329298,
-9,-13,1017,0,38354302,
-15,-4,1021,0,38379306,
-13,-8,1013,0,38404310,
-12,-10,1015,0,38429313,
-7,-10,1025,0,38454317,
-16,-5,1012,0,38479325,
-15,-8,1016,0,38504329,
-12,-5,1021,0,38529333,
-12,-12,1011,0,38554337,
-12,-6,1015,0,38579344,
-13,-13,1018,0,38604348,
-12,-7,1010,0,38629356,
-8,-6,1023,0,38654360,
-11,-7,1019,0,38679363,
-6,-6,1011,0,38704367,
-14,-10,1010,0,38729371,
-11,-10,1010,0,38754379,
-9,-10,1017,0,38779387,
-9,-8,1015,0,38804390,
-14,-4,1017,0,38829394,
-14,-5,1004,0,38854398,
-11,-5,1015,0,38879402,
-14,0,1009,0,38904406,
-11,-6,1020,0,38929413,
-15,-9,1010,0,38954421,
-16,-12,1012,0,38979425,
-11,-5,1012,0,39004434,
-16,-10,1013,0,39029440,
-13,-7,1012,0,39054445,
-10,-7,1015,0,39079448,
-10,-6,1010,0,39104452,
-10,-15,1013,0,39129456,
-12,-8,1018,0,39154460,
-12,-3,1018,0,39179464,
-10,-3,1014,0,39204468,
-10,-13,1015,0,39229471,
-10,-12,1016,0,39254475,
-8,-6,1013,0,39279483,
-9,-5,1020,0,39304483,
-14,-8,1017,0,39329487,
-13,-9,1013,0,39354491,
-9,-6,1014,0,39379494,
-14,-5,1019,0,39404498,
-12,-5,1012,0,39429502,
-14,-14,1020,0,39454506,
-8,-4,1020,0,39479513,
-12,-3,1012,0,39504523,
-14,-8,1019,0,39529533,
-11,-9,1015,0,39554541,
-15,-6,1023,0,39579550,
-11,-4,1014,0,39604558,
-13,-8,1011,0,39629566,
-9,-13,1007,0,39654570,
-12,-10,1019,0,39679577,
-11,-2,1015,0,39704585,
-13,-6,1008,0,39729593,
-10,-12,1014,0,39754593,
-13,-8,1012,0,39779597,
-12,2,1014,0,39804604,
-5,-10,1016,0,39829608,
-7,-13,1013,0,39854616,
-11,-12,1014,0,39879626,
-12,-4,1024,0,39904627,
-12,-4,1012,0,39929635,
-10,-12,1019,0,39954643,
-11,-12,1028,0,39979647,
-9,-3,1012,0,40004647,
-10,-5,1011,0,40029654,
-9,-8,1014,0,40054662,
-11,-5,1020,0,40079670,
-15,-5,1014,0,40104670,
-13,-5,1007,0,40129678,
-14,-14,1014,0,40154685,
-11,-6,1015,0,40179693,
-13,-4,1004,0,40204697,
-13,-7,1013,0,40229704,
-11,-12,1021,0,40254717,
-8,-11,1021,0,40279724,
-11,-5,1017,0,40304728,
-11,-6,1027,0,40329736,
-8,-11,1013,0,40354744,
-10,-5,1014,0,40379748,
-11,-10,1023,0,40404752,
-9,-9,1018,0,40429761,
-12,-15,1014,0,40454767,
-10,-2,1009,0,40479771,
-10,-10,1008,0,40504775,
-13,-12,1011,0,40529780,
-8,-8,1010,0,40554788,
-14,-6,1017,0,40579793,
-7,-5,1017,0,40604799,
-12,-3,1029,0,40629799,
-12,-8,1015,0,40654802,
-15,-8,1015,0,40679805,
-12,-9,1007,0,40704813,
-12,-5,1021,0,40729821,
-15,-6,1014,0,40754821,
-11,-9,1012,0,40779824,
-13,-10,1012,0,40804832,
-11,-2,1020,0,40829836,
-12,-8,1016,0,40854844,
-10,-9,1014,0,40879851,
-10,-7,1014,0,40904859,
-10,-12,1013,0,40929867,
-8,-6,1015,0,40954871,
-13,-3,1011,0,40979878,
-13,-8,1009,0,41004887,
-14,-10,1012,0,41029890,
-8,-5,1015,0,41054891,
-16,-8,1023,0,41079898,
-12,-2,1006,0,41104902,
-12,-4,1018,0,41129909,
-16,-9,1014,0,41154917,
-12,-1,1018,0,41179921,
-12,-8,1012,0,41204921,
-15,-7,1009,0,41229928,
-12,-7,1016,0,41254936,
-11,-7,1020,0,41279948,
-11,-6,1020,0,41304956,
-7,-5,1020,0,41329960,
-9,-8,1007,0,41354963,
-15,-10,1013,0,41379969,
-8,-8,1012,0,41404977,
-10,-10,1013,0,41429986,
-25,-9,1008,0,41454992,
7,-11,1009,0,41479998,
-24,-2,1026,0,41505002,
-4,-12,1016,0,41530009,
-15,-14,1009,0,41555013,
-16,1,1021,0,41580021,
-9,-5,1017,0,41605021,
-25,-4,1024,0,41630025,
5,-16,1016,0,41655029,
-20,-5,1017,0,41680032,
-4,4,1013,0,41705036,
-19,-2,1017,0,41730040,
-4,-14,1008,0,41755048,
-6,-13,1007,0,41780052,
-20,2,1017,0,41805056,
-2,-4,1014,0,41830059,
-24,-11,1015,0,41855063,
0,-12,1024,0,41880067,
-17,-5,1019,0,41905075,
-10,-10,1015,0,41930084,
-9,-9,1017,0,41955090,
-17,-3,1012,0,41980094,
-3,-5,1012,0,42005098,
-18,-8,1014,0,42030102,
-3,-10,1018,0,42055109,
-18,1,1014,0,42080117,
-5,-2,1016,0,42105121,
-12,-7,1018,0,42130125,
-17,-16,1014,0,42155133,
-10,-7,1014,0,42180140,
-16,-4,1021,0,42205144,
-7,-12,1024,0,42230148,
-20,-6,1017,0,42255152,
-4,-9,1015,0,42280155,
-8,-3,1011,0,42305159,
-15,-6,1014,0,42330163,
-11,-12,1012,0,42355167,
-15,-10,1016,0,42380175,
1,-11,1012,0,42405179,
-30,-2,1024,0,42430183,
-5,-5,1020,0,42455186,
-12,-13,1012,0,42480190,
-14,-10,1009,0,42505194,
